FIPS Code,Geography,Year,Program Type,Population
36053,MadisonCounty,1980,Census Base Population,65150
36055,MonroeCounty,1980,Census Base Population,702238
36057,MontgomeryCounty,1980,Census Base Population,53439
36059,NassauCounty,1980,Census Base Population,1321582
36061,NewYorkCounty,1980,Census Base Population,1428285
36063,NiagaraCounty,1980,Census Base Population,227354
36065,OneidaCounty,1980,Census Base Population,253466
36067,OnondagaCounty,1980,Census Base Population,463920
36069,OntarioCounty,1980,Census Base Population,88909
36071,OrangeCounty,1980,Census Base Population,259603
36073,OrleansCounty,1980,Census Base Population,38496
36075,OswegoCounty,1980,Census Base Population,113901
36077,OtsegoCounty,1980,Census Base Population,59075
36079,PutnamCounty,1980,Census Base Population,77193
36081,QueensCounty,1980,Census Base Population,1891325
36083,RensselaerCounty,1980,Census Base Population,151966
36085,RichmondCounty,1980,Census Base Population,352029
36087,RocklandCounty,1980,Census Base Population,259530
36089,St.LawrenceCounty,1980,Census Base Population,114347
36091,SaratogaCounty,1980,Census Base Population,153759
36093,SchenectadyCounty,1980,Census Base Population,149946
36095,SchoharieCounty,1980,Census Base Population,29710
36097,SchuylerCounty,1980,Census Base Population,17686
36099,SenecaCounty,1980,Census Base Population,33733
36101,SteubenCounty,1980,Census Base Population,99217
36103,SuffolkCounty,1980,Census Base Population,1284231
36105,SullivanCounty,1980,Census Base Population,65155
36107,TiogaCounty,1980,Census Base Population,49812
36109,TompkinsCounty,1980,Census Base Population,87085
36111,UlsterCounty,1980,Census Base Population,158158
36113,WarrenCounty,1980,Census Base Population,54854
36115,WashingtonCounty,1980,Census Base Population,54795
36117,WayneCounty,1980,Census Base Population,84581
36119,WestchesterCounty,1980,Census Base Population,866599
36121,WyomingCounty,1980,Census Base Population,39895
36123,YatesCounty,1980,Census Base Population,21459
36000,NewYorkState,1980,Intercensal Population Estimate,17566376
36001,AlbanyCounty,1980,Intercensal Population Estimate,286290
36003,AlleganyCounty,1980,Intercensal Population Estimate,51830
36005,BronxCounty,1980,Intercensal Population Estimate,1167602
36007,BroomeCounty,1980,Intercensal Population Estimate,213850
36009,CattaraugusCounty,1980,Intercensal Population Estimate,85852
36011,CayugaCounty,1980,Intercensal Population Estimate,80002
36013,ChautauquaCounty,1980,Intercensal Population Estimate,147061
36015,ChemungCounty,1980,Intercensal Population Estimate,97500
36017,ChenangoCounty,1980,Intercensal Population Estimate,49424
36019,ClintonCounty,1980,Intercensal Population Estimate,80746
36021,ColumbiaCounty,1980,Intercensal Population Estimate,59620
36023,CortlandCounty,1980,Intercensal Population Estimate,48883
36025,DelawareCounty,1980,Intercensal Population Estimate,46849
36027,DutchessCounty,1980,Intercensal Population Estimate,245415
36029,ErieCounty,1980,Intercensal Population Estimate,1014484
36031,EssexCounty,1980,Intercensal Population Estimate,36202
36033,FranklinCounty,1980,Intercensal Population Estimate,44923
36035,FultonCounty,1980,Intercensal Population Estimate,55171
36037,GeneseeCounty,1980,Intercensal Population Estimate,59533
36039,GreeneCounty,1980,Intercensal Population Estimate,40897
36041,HamiltonCounty,1980,Intercensal Population Estimate,5027
36043,HerkimerCounty,1980,Intercensal Population Estimate,66718
36045,JeffersonCounty,1980,Intercensal Population Estimate,88145
36047,KingsCounty,1980,Intercensal Population Estimate,2232003
36049,LewisCounty,1980,Intercensal Population Estimate,25007
36051,LivingstonCounty,1980,Intercensal Population Estimate,57131
36053,MadisonCounty,1980,Intercensal Population Estimate,65310
36055,MonroeCounty,1980,Intercensal Population Estimate,703490
36057,MontgomeryCounty,1980,Intercensal Population Estimate,53431
36059,NassauCounty,1980,Intercensal Population Estimate,1321080
36061,NewYorkCounty,1980,Intercensal Population Estimate,1427238
36063,NiagaraCounty,1980,Intercensal Population Estimate,227168
36065,OneidaCounty,1980,Intercensal Population Estimate,253717
36067,OnondagaCounty,1980,Intercensal Population Estimate,463908
36069,OntarioCounty,1980,Intercensal Population Estimate,89106
36071,OrangeCounty,1980,Intercensal Population Estimate,260631
36073,OrleansCounty,1980,Intercensal Population Estimate,38547
36075,OswegoCounty,1980,Intercensal Population Estimate,113862
36077,OtsegoCounty,1980,Intercensal Population Estimate,59125
36079,PutnamCounty,1980,Intercensal Population Estimate,77458
36081,QueensCounty,1980,Intercensal Population Estimate,1893095
36083,RensselaerCounty,1980,Intercensal Population Estimate,152086
36085,RichmondCounty,1980,Intercensal Population Estimate,353101
36087,RocklandCounty,1980,Intercensal Population Estimate,259596
36089,St.LawrenceCounty,1980,Intercensal Population Estimate,114321
36091,SaratogaCounty,1980,Intercensal Population Estimate,154154
36093,SchenectadyCounty,1980,Intercensal Population Estimate,149985
36095,SchoharieCounty,1980,Intercensal Population Estimate,29727
36097,SchuylerCounty,1980,Intercensal Population Estimate,17720
36099,SenecaCounty,1980,Intercensal Population Estimate,33781
36101,SteubenCounty,1980,Intercensal Population Estimate,99272
36103,SuffolkCounty,1980,Intercensal Population Estimate,1285719
36105,SullivanCounty,1980,Intercensal Population Estimate,65046
36107,TiogaCounty,1980,Intercensal Population Estimate,49960
36109,TompkinsCounty,1980,Intercensal Population Estimate,87380
36111,UlsterCounty,1980,Intercensal Population Estimate,158183
36113,WarrenCounty,1980,Intercensal Population Estimate,54989
36115,WashingtonCounty,1980,Intercensal Population Estimate,54807
36117,WayneCounty,1980,Intercensal Population Estimate,84824
36119,WestchesterCounty,1980,Intercensal Population Estimate,866971
36121,WyomingCounty,1980,Intercensal Population Estimate,39950
36123,YatesCounty,1980,Intercensal Population Estimate,21473
36000,NewYorkState,1979,Intercensal Population Estimate,17633759
36001,AlbanyCounty,1979,Intercensal Population Estimate,286968
36003,AlleganyCounty,1979,Intercensal Population Estimate,52348
36005,BronxCounty,1979,Intercensal Population Estimate,1188565
36007,BroomeCounty,1979,Intercensal Population Estimate,217087
36009,CattaraugusCounty,1979,Intercensal Population Estimate,85511
36011,CayugaCounty,1979,Intercensal Population Estimate,80831
36013,ChautauquaCounty,1979,Intercensal Population Estimate,146939
36015,ChemungCounty,1979,Intercensal Population Estimate,99347
36017,ChenangoCounty,1979,Intercensal Population Estimate,49370
36019,ClintonCounty,1979,Intercensal Population Estimate,80952
36021,ColumbiaCounty,1979,Intercensal Population Estimate,59193
36023,CortlandCounty,1979,Intercensal Population Estimate,47881
36025,DelawareCounty,1979,Intercensal Population Estimate,47376
36027,DutchessCounty,1979,Intercensal Population Estimate,242178
36029,ErieCounty,1979,Intercensal Population Estimate,1033073
36031,EssexCounty,1979,Intercensal Population Estimate,35997
36033,FranklinCounty,1979,Intercensal Population Estimate,44582
36035,FultonCounty,1979,Intercensal Population Estimate,56196
36037,GeneseeCounty,1979,Intercensal Population Estimate,59323
36039,GreeneCounty,1979,Intercensal Population Estimate,40976
36041,HamiltonCounty,1979,Intercensal Population Estimate,5261
36043,HerkimerCounty,1979,Intercensal Population Estimate,66993
36045,JeffersonCounty,1979,Intercensal Population Estimate,89161
36047,KingsCounty,1979,Intercensal Population Estimate,2242530
36049,LewisCounty,1979,Intercensal Population Estimate,25847
36051,LivingstonCounty,1979,Intercensal Population Estimate,58086
36053,MadisonCounty,1979,Intercensal Population Estimate,66179
36055,MonroeCounty,1979,Intercensal Population Estimate,701858
36057,MontgomeryCounty,1979,Intercensal Population Estimate,53552
36059,NassauCounty,1979,Intercensal Population Estimate,1314333
36061,NewYorkCounty,1979,Intercensal Population Estimate,1428122
36063,NiagaraCounty,1979,Intercensal Population Estimate,230500
36065,OneidaCounty,1979,Intercensal Population Estimate,256695
36067,OnondagaCounty,1979,Intercensal Population Estimate,463396
36069,OntarioCounty,1979,Intercensal Population Estimate,89557
36071,OrangeCounty,1979,Intercensal Population Estimate,259886
36073,OrleansCounty,1979,Intercensal Population Estimate,38670
36075,OswegoCounty,1979,Intercensal Population Estimate,115072
36077,OtsegoCounty,1979,Intercensal Population Estimate,59710
36079,PutnamCounty,1979,Intercensal Population Estimate,76662
36081,QueensCounty,1979,Intercensal Population Estimate,1895985
36083,RensselaerCounty,1979,Intercensal Population Estimate,152792
36085,RichmondCounty,1979,Intercensal Population Estimate,346930
36087,RocklandCounty,1979,Intercensal Population Estimate,257088
36089,St.LawrenceCounty,1979,Intercensal Population Estimate,115471
36091,SaratogaCounty,1979,Intercensal Population Estimate,155314
36093,SchenectadyCounty,1979,Intercensal Population Estimate,151413
36095,SchoharieCounty,1979,Intercensal Population Estimate,29725
36097,SchuylerCounty,1979,Intercensal Population Estimate,18059
36099,SenecaCounty,1979,Intercensal Population Estimate,34798
36101,SteubenCounty,1979,Intercensal Population Estimate,99998
36103,SuffolkCounty,1979,Intercensal Population Estimate,1286679
36105,SullivanCounty,1979,Intercensal Population Estimate,66290
36107,TiogaCounty,1979,Intercensal Population Estimate,49909
36109,TompkinsCounty,1979,Intercensal Population Estimate,87162
36111,UlsterCounty,1979,Intercensal Population Estimate,159609
36113,WarrenCounty,1979,Intercensal Population Estimate,55103
36115,WashingtonCounty,1979,Intercensal Population Estimate,55365
36117,WayneCounty,1979,Intercensal Population Estimate,86830
36119,WestchesterCounty,1979,Intercensal Population Estimate,870643
36121,WyomingCounty,1979,Intercensal Population Estimate,40628
36123,YatesCounty,1979,Intercensal Population Estimate,21205
36000,NewYorkState,1978,Intercensal Population Estimate,17720503
36001,AlbanyCounty,1978,Intercensal Population Estimate,286918
36003,AlleganyCounty,1978,Intercensal Population Estimate,52207
36005,BronxCounty,1978,Intercensal Population Estimate,1220935
36007,BroomeCounty,1978,Intercensal Population Estimate,217855
36009,CattaraugusCounty,1978,Intercensal Population Estimate,85883
36011,CayugaCounty,1978,Intercensal Population Estimate,80966
36013,ChautauquaCounty,1978,Intercensal Population Estimate,147845
36015,ChemungCounty,1978,Intercensal Population Estimate,98694
36017,ChenangoCounty,1978,Intercensal Population Estimate,49292
36019,ClintonCounty,1978,Intercensal Population Estimate,80821
36021,ColumbiaCounty,1978,Intercensal Population Estimate,58799
36023,CortlandCounty,1978,Intercensal Population Estimate,48171
36025,DelawareCounty,1978,Intercensal Population Estimate,47453
36027,DutchessCounty,1978,Intercensal Population Estimate,240407
36029,ErieCounty,1978,Intercensal Population Estimate,1043736
36031,EssexCounty,1978,Intercensal Population Estimate,35798
36033,FranklinCounty,1978,Intercensal Population Estimate,44870
36035,FultonCounty,1978,Intercensal Population Estimate,56277
36037,GeneseeCounty,1978,Intercensal Population Estimate,59797
36039,GreeneCounty,1978,Intercensal Population Estimate,41479
36041,HamiltonCounty,1978,Intercensal Population Estimate,5201
36043,HerkimerCounty,1978,Intercensal Population Estimate,67159
36045,JeffersonCounty,1978,Intercensal Population Estimate,89652
36047,KingsCounty,1978,Intercensal Population Estimate,2277488
36049,LewisCounty,1978,Intercensal Population Estimate,25728
36051,LivingstonCounty,1978,Intercensal Population Estimate,57308
36053,MadisonCounty,1978,Intercensal Population Estimate,66144
36055,MonroeCounty,1978,Intercensal Population Estimate,704925
36057,MontgomeryCounty,1978,Intercensal Population Estimate,54800
36059,NassauCounty,1978,Intercensal Population Estimate,1320672
36061,NewYorkCounty,1978,Intercensal Population Estimate,1436023
36063,NiagaraCounty,1978,Intercensal Population Estimate,232360
36065,OneidaCounty,1978,Intercensal Population Estimate,258380
36067,OnondagaCounty,1978,Intercensal Population Estimate,465564
36069,OntarioCounty,1978,Intercensal Population Estimate,89178
36071,OrangeCounty,1978,Intercensal Population Estimate,255591
36073,OrleansCounty,1978,Intercensal Population Estimate,39095
36075,OswegoCounty,1978,Intercensal Population Estimate,115095
36077,OtsegoCounty,1978,Intercensal Population Estimate,59801
36079,PutnamCounty,1978,Intercensal Population Estimate,74019
36081,QueensCounty,1978,Intercensal Population Estimate,1904879
36083,RensselaerCounty,1978,Intercensal Population Estimate,153110
36085,RichmondCounty,1978,Intercensal Population Estimate,339617
36087,RocklandCounty,1978,Intercensal Population Estimate,254853
36089,St.LawrenceCounty,1978,Intercensal Population Estimate,116161
36091,SaratogaCounty,1978,Intercensal Population Estimate,153900
36093,SchenectadyCounty,1978,Intercensal Population Estimate,153186
36095,SchoharieCounty,1978,Intercensal Population Estimate,29546
36097,SchuylerCounty,1978,Intercensal Population Estimate,17865
36099,SenecaCounty,1978,Intercensal Population Estimate,34492
36101,SteubenCounty,1978,Intercensal Population Estimate,100474
36103,SuffolkCounty,1978,Intercensal Population Estimate,1280738
36105,SullivanCounty,1978,Intercensal Population Estimate,66076
36107,TiogaCounty,1978,Intercensal Population Estimate,49856
36109,TompkinsCounty,1978,Intercensal Population Estimate,86460
36111,UlsterCounty,1978,Intercensal Population Estimate,158623
36113,WarrenCounty,1978,Intercensal Population Estimate,54824
36115,WashingtonCounty,1978,Intercensal Population Estimate,55517
36117,WayneCounty,1978,Intercensal Population Estimate,83946
36119,WestchesterCounty,1978,Intercensal Population Estimate,872336
36121,WyomingCounty,1978,Intercensal Population Estimate,40426
36123,YatesCounty,1978,Intercensal Population Estimate,21232
36000,NewYorkState,1977,Intercensal Population Estimate,17851561
36001,AlbanyCounty,1977,Intercensal Population Estimate,286155
36003,AlleganyCounty,1977,Intercensal Population Estimate,52153
36005,BronxCounty,1977,Intercensal Population Estimate,1265491
36007,BroomeCounty,1977,Intercensal Population Estimate,219102
36009,CattaraugusCounty,1977,Intercensal Population Estimate,85605
36011,CayugaCounty,1977,Intercensal Population Estimate,80834
36013,ChautauquaCounty,1977,Intercensal Population Estimate,148902
36015,ChemungCounty,1977,Intercensal Population Estimate,99340
36017,ChenangoCounty,1977,Intercensal Population Estimate,49150
36019,ClintonCounty,1977,Intercensal Population Estimate,81237
36021,ColumbiaCounty,1977,Intercensal Population Estimate,58418
36023,CortlandCounty,1977,Intercensal Population Estimate,47834
36025,DelawareCounty,1977,Intercensal Population Estimate,47763
36027,DutchessCounty,1977,Intercensal Population Estimate,238892
36029,ErieCounty,1977,Intercensal Population Estimate,1057904
36031,EssexCounty,1977,Intercensal Population Estimate,35817
36033,FranklinCounty,1977,Intercensal Population Estimate,44829
36035,FultonCounty,1977,Intercensal Population Estimate,55715
36037,GeneseeCounty,1977,Intercensal Population Estimate,60334
36039,GreeneCounty,1977,Intercensal Population Estimate,41055
36041,HamiltonCounty,1977,Intercensal Population Estimate,5076
36043,HerkimerCounty,1977,Intercensal Population Estimate,66926
36045,JeffersonCounty,1977,Intercensal Population Estimate,90090
36047,KingsCounty,1977,Intercensal Population Estimate,2336106
36049,LewisCounty,1977,Intercensal Population Estimate,25403
36051,LivingstonCounty,1977,Intercensal Population Estimate,58015
36053,MadisonCounty,1977,Intercensal Population Estimate,66075
36055,MonroeCounty,1977,Intercensal Population Estimate,709212
36057,MontgomeryCounty,1977,Intercensal Population Estimate,54862
36059,NassauCounty,1977,Intercensal Population Estimate,1330504
36061,NewYorkCounty,1977,Intercensal Population Estimate,1451809
36063,NiagaraCounty,1977,Intercensal Population Estimate,231891
36065,OneidaCounty,1977,Intercensal Population Estimate,260019
36067,OnondagaCounty,1977,Intercensal Population Estimate,466731
36069,OntarioCounty,1977,Intercensal Population Estimate,87682
36071,OrangeCounty,1977,Intercensal Population Estimate,250952
36073,OrleansCounty,1977,Intercensal Population Estimate,38840
36075,OswegoCounty,1977,Intercensal Population Estimate,114394
36077,OtsegoCounty,1977,Intercensal Population Estimate,59563
36079,PutnamCounty,1977,Intercensal Population Estimate,73615
36081,QueensCounty,1977,Intercensal Population Estimate,1915378
36083,RensselaerCounty,1977,Intercensal Population Estimate,153237
36085,RichmondCounty,1977,Intercensal Population Estimate,331933
36087,RocklandCounty,1977,Intercensal Population Estimate,252124
36089,St.LawrenceCounty,1977,Intercensal Population Estimate,117074
36091,SaratogaCounty,1977,Intercensal Population Estimate,151690
36093,SchenectadyCounty,1977,Intercensal Population Estimate,154136
36095,SchoharieCounty,1977,Intercensal Population Estimate,29431
36097,SchuylerCounty,1977,Intercensal Population Estimate,17793
36099,SenecaCounty,1977,Intercensal Population Estimate,34216
36101,SteubenCounty,1977,Intercensal Population Estimate,100027
36103,SuffolkCounty,1977,Intercensal Population Estimate,1272824
36105,SullivanCounty,1977,Intercensal Population Estimate,65635
36107,TiogaCounty,1977,Intercensal Population Estimate,49572
36109,TompkinsCounty,1977,Intercensal Population Estimate,86291
36111,UlsterCounty,1977,Intercensal Population Estimate,157564
36113,WarrenCounty,1977,Intercensal Population Estimate,54471
36115,WashingtonCounty,1977,Intercensal Population Estimate,55365
36117,WayneCounty,1977,Intercensal Population Estimate,84679
36119,WestchesterCounty,1977,Intercensal Population Estimate,872375
36121,WyomingCounty,1977,Intercensal Population Estimate,40299
36123,YatesCounty,1977,Intercensal Population Estimate,21152
36000,NewYorkState,1976,Intercensal Population Estimate,17974781
36001,AlbanyCounty,1976,Intercensal Population Estimate,286519
36003,AlleganyCounty,1976,Intercensal Population Estimate,51859
36005,BronxCounty,1976,Intercensal Population Estimate,1313974
36007,BroomeCounty,1976,Intercensal Population Estimate,219805
36009,CattaraugusCounty,1976,Intercensal Population Estimate,85555
36011,CayugaCounty,1976,Intercensal Population Estimate,80351
36013,ChautauquaCounty,1976,Intercensal Population Estimate,148911
36015,ChemungCounty,1976,Intercensal Population Estimate,100016
36017,ChenangoCounty,1976,Intercensal Population Estimate,48650
36019,ClintonCounty,1976,Intercensal Population Estimate,81041
36021,ColumbiaCounty,1976,Intercensal Population Estimate,57146
36023,CortlandCounty,1976,Intercensal Population Estimate,48297
36025,DelawareCounty,1976,Intercensal Population Estimate,47607
36027,DutchessCounty,1976,Intercensal Population Estimate,237795
36029,ErieCounty,1976,Intercensal Population Estimate,1069554
36031,EssexCounty,1976,Intercensal Population Estimate,35724
36033,FranklinCounty,1976,Intercensal Population Estimate,44768
36035,FultonCounty,1976,Intercensal Population Estimate,55783
36037,GeneseeCounty,1976,Intercensal Population Estimate,60685
36039,GreeneCounty,1976,Intercensal Population Estimate,40356
36041,HamiltonCounty,1976,Intercensal Population Estimate,5042
36043,HerkimerCounty,1976,Intercensal Population Estimate,67537
36045,JeffersonCounty,1976,Intercensal Population Estimate,90491
36047,KingsCounty,1976,Intercensal Population Estimate,2391675
36049,LewisCounty,1976,Intercensal Population Estimate,25154
36051,LivingstonCounty,1976,Intercensal Population Estimate,57831
36053,MadisonCounty,1976,Intercensal Population Estimate,65836
36055,MonroeCounty,1976,Intercensal Population Estimate,709062
36057,MontgomeryCounty,1976,Intercensal Population Estimate,54455
36059,NassauCounty,1976,Intercensal Population Estimate,1342310
36061,NewYorkCounty,1976,Intercensal Population Estimate,1465780
36063,NiagaraCounty,1976,Intercensal Population Estimate,233540
36065,OneidaCounty,1976,Intercensal Population Estimate,262360
36067,OnondagaCounty,1976,Intercensal Population Estimate,468648
36069,OntarioCounty,1976,Intercensal Population Estimate,86775
36071,OrangeCounty,1976,Intercensal Population Estimate,245806
36073,OrleansCounty,1976,Intercensal Population Estimate,38764
36075,OswegoCounty,1976,Intercensal Population Estimate,113060
36077,OtsegoCounty,1976,Intercensal Population Estimate,59650
36079,PutnamCounty,1976,Intercensal Population Estimate,71807
36081,QueensCounty,1976,Intercensal Population Estimate,1929015
36083,RensselaerCounty,1976,Intercensal Population Estimate,152768
36085,RichmondCounty,1976,Intercensal Population Estimate,327296
36087,RocklandCounty,1976,Intercensal Population Estimate,249013
36089,St.LawrenceCounty,1976,Intercensal Population Estimate,117346
36091,SaratogaCounty,1976,Intercensal Population Estimate,149661
36093,SchenectadyCounty,1976,Intercensal Population Estimate,154713
36095,SchoharieCounty,1976,Intercensal Population Estimate,29295
36097,SchuylerCounty,1976,Intercensal Population Estimate,17875
36099,SenecaCounty,1976,Intercensal Population Estimate,34240
36101,SteubenCounty,1976,Intercensal Population Estimate,100289
36103,SuffolkCounty,1976,Intercensal Population Estimate,1257888
36105,SullivanCounty,1976,Intercensal Population Estimate,64212
36107,TiogaCounty,1976,Intercensal Population Estimate,49271
36109,TompkinsCounty,1976,Intercensal Population Estimate,86073
36111,UlsterCounty,1976,Intercensal Population Estimate,157797
36113,WarrenCounty,1976,Intercensal Population Estimate,53617
36115,WashingtonCounty,1976,Intercensal Population Estimate,55280
36117,WayneCounty,1976,Intercensal Population Estimate,84118
36119,WestchesterCounty,1976,Intercensal Population Estimate,874230
36121,WyomingCounty,1976,Intercensal Population Estimate,40022
36123,YatesCounty,1976,Intercensal Population Estimate,20783
36000,NewYorkState,1975,Intercensal Population Estimate,18032337
36001,AlbanyCounty,1975,Intercensal Population Estimate,287864
36003,AlleganyCounty,1975,Intercensal Population Estimate,51452
36005,BronxCounty,1975,Intercensal Population Estimate,1347968
36007,BroomeCounty,1975,Intercensal Population Estimate,220043
36009,CattaraugusCounty,1975,Intercensal Population Estimate,84963
36011,CayugaCounty,1975,Intercensal Population Estimate,79282
36013,ChautauquaCounty,1975,Intercensal Population Estimate,149047
36015,ChemungCounty,1975,Intercensal Population Estimate,100501
36017,ChenangoCounty,1975,Intercensal Population Estimate,47988
36019,ClintonCounty,1975,Intercensal Population Estimate,80982
36021,ColumbiaCounty,1975,Intercensal Population Estimate,56906
36023,CortlandCounty,1975,Intercensal Population Estimate,48189
36025,DelawareCounty,1975,Intercensal Population Estimate,47192
36027,DutchessCounty,1975,Intercensal Population Estimate,238022
36029,ErieCounty,1975,Intercensal Population Estimate,1079180
36031,EssexCounty,1975,Intercensal Population Estimate,35514
36033,FranklinCounty,1975,Intercensal Population Estimate,44598
36035,FultonCounty,1975,Intercensal Population Estimate,55523
36037,GeneseeCounty,1975,Intercensal Population Estimate,60396
36039,GreeneCounty,1975,Intercensal Population Estimate,39623
36041,HamiltonCounty,1975,Intercensal Population Estimate,5038
36043,HerkimerCounty,1975,Intercensal Population Estimate,68062
36045,JeffersonCounty,1975,Intercensal Population Estimate,90234
36047,KingsCounty,1975,Intercensal Population Estimate,2422649
36049,LewisCounty,1975,Intercensal Population Estimate,25187
36051,LivingstonCounty,1975,Intercensal Population Estimate,57724
36053,MadisonCounty,1975,Intercensal Population Estimate,65718
36055,MonroeCounty,1975,Intercensal Population Estimate,709235
36057,MontgomeryCounty,1975,Intercensal Population Estimate,54802
36059,NassauCounty,1975,Intercensal Population Estimate,1351369
36061,NewYorkCounty,1975,Intercensal Population Estimate,1464136
36063,NiagaraCounty,1975,Intercensal Population Estimate,233802
36065,OneidaCounty,1975,Intercensal Population Estimate,265060
36067,OnondagaCounty,1975,Intercensal Population Estimate,468581
36069,OntarioCounty,1975,Intercensal Population Estimate,86021
36071,OrangeCounty,1975,Intercensal Population Estimate,245270
36073,OrleansCounty,1975,Intercensal Population Estimate,38582
36075,OswegoCounty,1975,Intercensal Population Estimate,111810
36077,OtsegoCounty,1975,Intercensal Population Estimate,59598
36079,PutnamCounty,1975,Intercensal Population Estimate,70770
36081,QueensCounty,1975,Intercensal Population Estimate,1934047
36083,RensselaerCounty,1975,Intercensal Population Estimate,154031
36085,RichmondCounty,1975,Intercensal Population Estimate,323458
36087,RocklandCounty,1975,Intercensal Population Estimate,247957
36089,St.LawrenceCounty,1975,Intercensal Population Estimate,116753
36091,SaratogaCounty,1975,Intercensal Population Estimate,147019
36093,SchenectadyCounty,1975,Intercensal Population Estimate,156151
36095,SchoharieCounty,1975,Intercensal Population Estimate,29294
36097,SchuylerCounty,1975,Intercensal Population Estimate,17858
36099,SenecaCounty,1975,Intercensal Population Estimate,34177
36101,SteubenCounty,1975,Intercensal Population Estimate,100529
36103,SuffolkCounty,1975,Intercensal Population Estimate,1242709
36105,SullivanCounty,1975,Intercensal Population Estimate,62346
36107,TiogaCounty,1975,Intercensal Population Estimate,48619
36109,TompkinsCounty,1975,Intercensal Population Estimate,85475
36111,UlsterCounty,1975,Intercensal Population Estimate,156025
36113,WarrenCounty,1975,Intercensal Population Estimate,53653
36115,WashingtonCounty,1975,Intercensal Population Estimate,54727
36117,WayneCounty,1975,Intercensal Population Estimate,84045
36119,WestchesterCounty,1975,Intercensal Population Estimate,874268
36121,WyomingCounty,1975,Intercensal Population Estimate,39616
36123,YatesCounty,1975,Intercensal Population Estimate,20699
36000,NewYorkState,1974,Intercensal Population Estimate,18072890
36001,AlbanyCounty,1974,Intercensal Population Estimate,289148
36003,AlleganyCounty,1974,Intercensal Population Estimate,50539
36005,BronxCounty,1974,Intercensal Population Estimate,1381621
36007,BroomeCounty,1974,Intercensal Population Estimate,218031
36009,CattaraugusCounty,1974,Intercensal Population Estimate,83950
36011,CayugaCounty,1974,Intercensal Population Estimate,79327
36013,ChautauquaCounty,1974,Intercensal Population Estimate,148714
36015,ChemungCounty,1974,Intercensal Population Estimate,99940
36017,ChenangoCounty,1974,Intercensal Population Estimate,47397
36019,ClintonCounty,1974,Intercensal Population Estimate,79864
36021,ColumbiaCounty,1974,Intercensal Population Estimate,56574
36023,CortlandCounty,1974,Intercensal Population Estimate,47674
36025,DelawareCounty,1974,Intercensal Population Estimate,46772
36027,DutchessCounty,1974,Intercensal Population Estimate,234742
36029,ErieCounty,1974,Intercensal Population Estimate,1085518
36031,EssexCounty,1974,Intercensal Population Estimate,35225
36033,FranklinCounty,1974,Intercensal Population Estimate,44283
36035,FultonCounty,1974,Intercensal Population Estimate,55288
36037,GeneseeCounty,1974,Intercensal Population Estimate,59455
36039,GreeneCounty,1974,Intercensal Population Estimate,38506
36041,HamiltonCounty,1974,Intercensal Population Estimate,5130
36043,HerkimerCounty,1974,Intercensal Population Estimate,67803
36045,JeffersonCounty,1974,Intercensal Population Estimate,89487
36047,KingsCounty,1974,Intercensal Population Estimate,2455992
36049,LewisCounty,1974,Intercensal Population Estimate,24874
36051,LivingstonCounty,1974,Intercensal Population Estimate,56620
36053,MadisonCounty,1974,Intercensal Population Estimate,65169
36055,MonroeCounty,1974,Intercensal Population Estimate,705883
36057,MontgomeryCounty,1974,Intercensal Population Estimate,55841
36059,NassauCounty,1974,Intercensal Population Estimate,1354613
36061,NewYorkCounty,1974,Intercensal Population Estimate,1494432
36063,NiagaraCounty,1974,Intercensal Population Estimate,233165
36065,OneidaCounty,1974,Intercensal Population Estimate,267041
36067,OnondagaCounty,1974,Intercensal Population Estimate,468613
36069,OntarioCounty,1974,Intercensal Population Estimate,84873
36071,OrangeCounty,1974,Intercensal Population Estimate,240615
36073,OrleansCounty,1974,Intercensal Population Estimate,38270
36075,OswegoCounty,1974,Intercensal Population Estimate,109216
36077,OtsegoCounty,1974,Intercensal Population Estimate,58466
36079,PutnamCounty,1974,Intercensal Population Estimate,68041
36081,QueensCounty,1974,Intercensal Population Estimate,1945563
36083,RensselaerCounty,1974,Intercensal Population Estimate,154069
36085,RichmondCounty,1974,Intercensal Population Estimate,320190
36087,RocklandCounty,1974,Intercensal Population Estimate,242094
36089,St.LawrenceCounty,1974,Intercensal Population Estimate,115158
36091,SaratogaCounty,1974,Intercensal Population Estimate,143132
36093,SchenectadyCounty,1974,Intercensal Population Estimate,157423
36095,SchoharieCounty,1974,Intercensal Population Estimate,28932
36097,SchuylerCounty,1974,Intercensal Population Estimate,17583
36099,SenecaCounty,1974,Intercensal Population Estimate,33936
36101,SteubenCounty,1974,Intercensal Population Estimate,99795
36103,SuffolkCounty,1974,Intercensal Population Estimate,1215793
36105,SullivanCounty,1974,Intercensal Population Estimate,61446
36107,TiogaCounty,1974,Intercensal Population Estimate,47605
36109,TompkinsCounty,1974,Intercensal Population Estimate,85587
36111,UlsterCounty,1974,Intercensal Population Estimate,154058
36113,WarrenCounty,1974,Intercensal Population Estimate,52845
36115,WashingtonCounty,1974,Intercensal Population Estimate,53896
36117,WayneCounty,1974,Intercensal Population Estimate,83140
36119,WestchesterCounty,1974,Intercensal Population Estimate,874617
36121,WyomingCounty,1974,Intercensal Population Estimate,38885
36123,YatesCounty,1974,Intercensal Population Estimate,20431
36000,NewYorkState,1973,Intercensal Population Estimate,18194899
36001,AlbanyCounty,1973,Intercensal Population Estimate,289754
36003,AlleganyCounty,1973,Intercensal Population Estimate,50255
