Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Champaign-Urbana Mass Transit District,Urbana,IL,5060,50060,Independent Public Agency or Authority of Transit Service,Full Reporter,"145,361 ",113,DR,PT,12,,$3.13 ,,0.51 ,,$20.46 ,,3.3 ,,$6.13 ,,$1.12 ,,,"$244,137 ",,"$478,317 ",,"78,083 ",,"23,383 ",,"426,333 ",,"183,734 ",,No,,,,,,
South Central Illinois Mass Transit District,Centralia,IL,5R01-040,5R01-50327,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,112,DR,DO,96,,$0.62 ,,0.04 ,,$99.51 ,,6.4 ,,$15.53 ,,$0.00 ,,,"$271,536 ",,"$6,795,021 ",,"437,500 ",,"68,284 ",,0 ,,"1,251,264 ",,No,,,,,,
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069 ",112,MB,DO,58,,$0.29 ,,0.06 ,,$98.93 ,,20.7 ,,$4.77 ,,$1.08 ,,,"$1,363,737 ",,"$22,586,458 ",,"4,734,261 ",,"228,304 ",,"20,830,748 ",,"3,050,645 ",,No,,,,,,
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069 ",112,DR,PT,27,,$1.06 ,,0.04 ,,$62.14 ,,2.6 ,,$24.17 ,,$3.14 ,,,"$208,463 ",,"$4,736,858 ",,"195,952 ",,"76,225 ",,"1,510,790 ",,"1,303,402 ",,No,,,,,,
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069 ",112,MB,PT,16,,$0.28 ,,0.03 ,,$70.76 ,,8.9 ,,$7.98 ,,$1.94 ,,,"$115,781 ",,"$3,341,977 ",,"418,744 ",,"47,228 ",,"1,721,038 ",,"670,604 ",,No,,,,,,
South Central Illinois Mass Transit District,Centralia,IL,5R01-040,5R01-50327,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,112,MB,DO,16,,$0.73 ,,0.03 ,,$63.16 ,,2.6 ,,$23.84 ,,$0.00 ,,,"$62,379 ",,"$2,029,682 ",,"85,123 ",,"32,135 ",,0 ,,"943,736 ",,No,,,,,,
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069 ",112,VP,PT,10,,$5.88 ,,1.01 ,,$47.98 ,,8.3 ,,$5.80 ,,$0.18 ,,,"$94,125 ",,"$92,839 ",,"16,002 ",,"1,935 ",,"512,064 ",,"82,942 ",,No,,,,,,
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter,"320,069 ",112,DR,DO,1,,$0.33 ,,0.00 ,,$94.22 ,,1.0 ,,$97.38 ,,$3.29 ,,,$662 ,,"$197,291 ",,"2,026 ",,"2,094 ",,"59,970 ",,"47,385 ",,No,,,,,,
"Lee County, dba: Lee County Transit",Fort Myers,FL,4028,40028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"530,290 ",111,MB,DO,48,,$0.83 ,,0.14 ,,$93.83 ,,16.0 ,,$5.88 ,,$1.11 ,,,"$2,591,207 ",,"$18,321,296 ",,"3,116,318 ",,"195,257 ",,"16,454,159 ",,"2,984,867 ",,No,,,,,,
"Lee County, dba: Lee County Transit",Fort Myers,FL,4028,40028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"530,290 ",111,DR,DO,41,,$4.82 ,,0.10 ,,$74.64 ,,1.5 ,,$48.29 ,,$4.33 ,,,"$644,567 ",,"$6,460,042 ",,"133,765 ",,"86,547 ",,"1,491,326 ",,"1,503,065 ",,No,,,,,,
"Lee County, dba: Lee County Transit",Fort Myers,FL,4028,40028,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"530,290 ",111,VP,PT,22,,$3.27 ,,1.10 ,,$15.87 ,,5.4 ,,$2.97 ,,$0.08 ,,,"$250,245 ",,"$226,989 ",,"76,522 ",,"14,302 ",,"2,774,574 ",,"405,159 ",,No,,,,,,
Community Action Development Corporation,Frederick,OK,6R04-017,6R04-60165,Private-Non-Profit Corporation,Rural Reporter,0 ,111,DR,DO,111,,$0.72 ,,0.05 ,,$34.53 ,,2.3 ,,$14.98 ,,$0.00 ,,,"$133,376 ",,"$2,782,831 ",,"185,771 ",,"80,592 ",,0 ,,"1,672,830 ",,No,,,,,,
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,454 ",110,MB,DO,62,,$1.06 ,,0.44 ,,$105.09 ,,43.0 ,,$2.44 ,,$0.95 ,,,"$6,913,101 ",,"$15,885,672 ",,"6,504,972 ",,"151,156 ",,"16,782,827 ",,"1,771,130 ",,No,,,,,,
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,454 ",110,VP,DO,38,,$2.02 ,,0.65 ,,$26.10 ,,8.4 ,,$3.10 ,,$0.07 ,,,"$332,874 ",,"$509,641 ",,"164,480 ",,"19,529 ",,"6,891,858 ",,"853,041 ",,No,,,,,,
Centre Area Transportation Authority,State College,PA,3054,30054,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,454 ",110,DR,PT,10,,$2.84 ,,0.10 ,,$54.24 ,,1.8 ,,$29.70 ,,$4.32 ,,,"$93,063 ",,"$972,079 ",,"32,725 ",,"17,923 ",,"225,035 ",,"263,968 ",,No,,,,,,
"Prince George's County, Maryland, dba: Prince George's County Transit",Largo,MD,3085,30085,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",109,MB,PT,78,,$0.61 ,,0.06 ,,$117.75 ,,12.2 ,,$9.68 ,,$1.22 ,,,"$1,697,304 ",,"$26,997,073 ",,"2,788,801 ",,"229,277 ",,"22,107,866 ",,"3,028,626 ",,No,,,,,,
"Prince George's County, Maryland, dba: Prince George's County Transit",Largo,MD,3085,30085,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",109,DR,DO,31,,$0.00 ,,0.00 ,,$162.81 ,,3.7 ,,$43.47 ,,$13.26 ,,,$166 ,,"$4,177,453 ",,"96,107 ",,"25,658 ",,"314,990 ",,"279,473 ",,No,,,,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263 ",108,MB,DO,52,,$0.89 ,,0.18 ,,$98.98 ,,19.9 ,,$4.97 ,,$1.11 ,,,"$3,507,761 ",,"$19,539,115 ",,"3,932,501 ",,"197,409 ",,"17,621,395 ",,"1,866,724 ",,No,,,,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263 ",108,DR,PT,46,,$1.54 ,,0.06 ,,$44.98 ,,1.7 ,,$26.80 ,,$3.35 ,,,"$330,183 ",,"$5,730,391 ",,"213,830 ",,"127,399 ",,"1,708,502 ",,"1,635,660 ",,No,,,,,,
"Area Agency on Aging of Southeast Arkansas , dba: Southeast Arkansas Transportation",Pine Bluff,AR,6R01-007,6R01-60140,Area Agency on Aging,Rural Reporter,0 ,108,DR,DO,108,,$0.97 ,,0.04 ,,$32.95 ,,1.2 ,,$27.02 ,,$0.00 ,,,"$207,810 ",,"$5,801,586 ",,"214,678 ",,"176,099 ",,0 ,,"4,239,985 ",,No,,,,,,
Lexington Transit Authority,Lexington,KY,4017,40017,Independent Public Agency or Authority of Transit Service,Full Reporter,"290,263 ",108,VP,PT,10,,$3.00 ,,0.56 ,,$31.84 ,,5.9 ,,$5.40 ,,$0.14 ,,,"$74,434 ",,"$134,092 ",,"24,842 ",,"4,212 ",,"926,080 ",,"166,645 ",,No,,,,,,
"City of Montebello, dba: Montebello Bus Lines",Montebello,CA,9041,90041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",107,MB,DO,62,,$0.75 ,,0.16 ,,$110.84 ,,24.5 ,,$4.53 ,,$1.26 ,,,"$4,202,524 ",,"$25,518,819 ",,"5,629,770 ",,"230,237 ",,"20,323,470 ",,"2,267,269 ",,No,,,,,,
"City of Montebello, dba: Montebello Bus Lines",Montebello,CA,9041,90041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",107,MB,PT,5,,$1.10 ,,0.18 ,,$126.06 ,,20.7 ,,$6.10 ,,$2.14 ,,,"$76,600 ",,"$424,558 ",,"69,636 ",,"3,368 ",,"198,713 ",,"36,700 ",,No,,,,,,
"City of Montebello, dba: Montebello Bus Lines",Montebello,CA,9041,90041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",107,DT,PT,40,,$0.32 ,,0.05 ,,$82.10 ,,13.2 ,,$6.21 ,,$3.08 ,,,"$24,658 ",,"$479,061 ",,"77,152 ",,"5,835 ",,"155,691 ",,"97,207 ",,No,,,,,,
City of Alexandria ,Alexandria,VA,3071,30071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",105,MB,DO,72,,$1.07 ,,0.24 ,,$78.20 ,,17.7 ,,$4.41 ,,$2.33 ,,,"$4,150,317 ",,"$17,080,605 ",,"3,873,488 ",,"218,422 ",,"7,320,892 ",,"1,850,532 ",,No,,,,,,
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,"163,703 ",105,MB,DO,64,,$1.66 ,,0.22 ,,$195.15 ,,25.8 ,,$7.56 ,,$1.69 ,,,"$7,905,278 ",,"$35,983,301 ",,"4,758,093 ",,"184,384 ",,"21,231,214 ",,"2,255,120 ",,No,,,,,,
City of Alexandria ,Alexandria,VA,3071,30071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,586,770 ",105,DT,PT,33,,$3.20 ,,0.11 ,,$85.30 ,,2.8 ,,$30.29 ,,$5.16 ,,,"$200,263 ",,"$1,897,711 ",,"62,648 ",,"22,247 ",,"367,959 ",,"333,912 ",,No,,,,,,
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,"163,703 ",105,DR,DO,29,,$3.98 ,,0.05 ,,$119.87 ,,1.6 ,,$72.98 ,,$10.53 ,,,"$287,363 ",,"$5,269,932 ",,"72,209 ",,"43,963 ",,"500,554 ",,"454,409 ",,No,,,,,,
Santa Cruz Metropolitan Transit District,Santa Cruz,CA,9006,90006,Independent Public Agency or Authority of Transit Service,Full Reporter,"163,703 ",105,CB,DO,12,,$5.39 ,,0.35 ,,$194.09 ,,12.5 ,,$15.57 ,,$0.52 ,,,"$1,564,281 ",,"$4,521,454 ",,"290,419 ",,"23,296 ",,"8,629,571 ",,"603,288 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,104,DR,DO,77,,$0.04 ,,0.00 ,,$36.12 ,,1.9 ,,$19.41 ,,$0.00 ,,,"$4,140 ",,"$2,211,063 ",,"113,897 ",,"61,219 ",,0 ,,"2,739,598 ",,No,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ",104,DT,PT,6,,$3.06 ,,0.08 ,,$70.95 ,,1.9 ,,$37.17 ,,$4.58 ,,,"$23,160 ",,"$281,604 ",,"7,576 ",,"3,969 ",,"61,441 ",,"61,695 ",,No,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ",104,MB,DO,52,,$1.45 ,,0.27 ,,$92.11 ,,17.4 ,,$5.30 ,,$2.17 ,,,"$3,472,250 ",,"$12,657,498 ",,"2,388,648 ",,"137,411 ",,"5,828,301 ",,"1,625,328 ",,No,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ",104,YR,PT,4,,$1.34 ,,0.04 ,,"$1,035.77 ",,31.7 ,,$32.62 ,,$2.32 ,,,"$562,424 ",,"$13,680,466 ",,"419,335 ",,"13,208 ",,"5,901,029 ",,"328,658 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,104,CB,DO,4,,$1.90 ,,0.10 ,,$110.74 ,,5.9 ,,$18.85 ,,$0.00 ,,,"$55,386 ",,"$550,368 ",,"29,192 ",,"4,970 ",,0 ,,"180,952 ",,No,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ",104,VP,PT,32,,$2.37 ,,0.78 ,,$25.87 ,,8.6 ,,$3.02 ,,$0.07 ,,,"$302,952 ",,"$386,402 ",,"128,089 ",,"14,935 ",,"5,618,847 ",,"689,889 ",,No,,,,,,
"Southeast Vermont Transit, Inc",Wilmington,VT,1R06-005,1R06-10144,Private-Non-Profit Corporation,Rural Reporter,0 ,104,MB,DO,23,,$0.17 ,,0.02 ,,$76.81 ,,11.0 ,,$7.00 ,,$0.00 ,,,"$66,943 ",,"$2,687,086 ",,"383,817 ",,"34,982 ",,0 ,,"656,086 ",,No,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ",104,DR,DO,10,,$8.90 ,,0.14 ,,$115.14 ,,1.8 ,,$64.76 ,,$11.84 ,,,"$332,782 ",,"$2,421,592 ",,"37,391 ",,"21,031 ",,"204,529 ",,"264,591 ",,No,,,,,,
"Arrowhead Economic Opportunity Agency, Inc.",Virginia,MN,5R04-001,5R04-50520,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,100,MB,DO,66,,$0.41 ,,0.03 ,,$69.67 ,,5.5 ,,$12.59 ,,$0.00 ,,,"$186,446 ",,"$5,709,923 ",,"453,357 ",,"81,954 ",,0 ,,"1,984,160 ",,No,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,7035,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,519,417 ",100,DT,PT,37,,$2.48 ,,0.13 ,,$54.54 ,,2.9 ,,$19.14 ,,$2.25 ,,,"$124,270 ",,"$958,030 ",,"50,060 ",,"17,565 ",,"425,541 ",,"378,259 ",,No,,,,,,
"Arrowhead Economic Opportunity Agency, Inc.",Virginia,MN,5R04-001,5R04-50520,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,100,DR,DO,34,,$0.18 ,,0.01 ,,$63.14 ,,4.4 ,,$14.27 ,,$0.00 ,,,"$40,927 ",,"$3,322,440 ",,"232,795 ",,"52,623 ",,0 ,,"625,354 ",,No,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,7035,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,519,417 ",100,MB,PT,22,,$1.39 ,,0.07 ,,$116.94 ,,6.0 ,,$19.59 ,,$1.21 ,,,"$440,931 ",,"$6,216,697 ",,"317,368 ",,"53,163 ",,"5,118,610 ",,"1,164,131 ",,No,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,7035,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,519,417 ",100,CB,PT,21,,$1.12 ,,0.09 ,,$111.46 ,,8.6 ,,$12.97 ,,$0.64 ,,,"$140,898 ",,"$1,631,789 ",,"125,811 ",,"14,640 ",,"2,548,387 ",,"365,120 ",,No,,,,,,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,7035,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,519,417 ",100,DR,PT,20,,$4.02 ,,0.10 ,,$145.17 ,,3.4 ,,$42.10 ,,$7.41 ,,,"$235,871 ",,"$2,469,475 ",,"58,664 ",,"17,011 ",,"333,089 ",,"299,886 ",,No,,,,,,
"West Texas Opportunities, Inc. ",Lamesa ,TX,6R05-020,6R05-60243,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,100,DR,DO,100,,$0.53 ,,0.01 ,,$54.31 ,,1.3 ,,$42.83 ,,$0.00 ,,,"$54,860 ",,"$4,443,072 ",,"103,746 ",,"81,806 ",,0 ,,"1,784,471 ",,No,,,,,,
Virginia Railway Express,Alexandria,VA,3073,30073,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,586,770 ",99,CR,PT,99,,$9.12 ,,0.54 ,,"$1,001.67 ",,59.1 ,,$16.95 ,,$0.55 ,,,"$42,221,002 ",,"$78,506,599 ",,"4,631,909 ",,"78,376 ",,"141,566,826 ",,"2,416,319 ",,No,,,,,,
Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,40042,Independent Public Agency or Authority of Transit Service,Full Reporter,"749,495 ",99,MB,DO,70,,$0.59 ,,0.07 ,,$126.32 ,,15.0 ,,$8.44 ,,$1.50 ,,,"$1,897,108 ",,"$27,262,791 ",,"3,229,051 ",,"215,824 ",,"18,189,863 ",,"2,819,399 ",,No,,,,,,
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,"486,514 ",99,MB,DO,41,,$0.97 ,,0.16 ,,$117.19 ,,19.3 ,,$6.07 ,,$1.46 ,,,"$3,022,538 ",,"$19,016,626 ",,"3,131,083 ",,"162,278 ",,"13,053,317 ",,"1,900,064 ",,No,,,,,,
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,"486,514 ",99,DR,PT,38,,$1.82 ,,0.08 ,,$51.77 ,,2.2 ,,$23.18 ,,$3.54 ,,,"$178,968 ",,"$2,275,433 ",,"98,158 ",,"43,951 ",,"643,328 ",,"674,346 ",,No,,,,,,
Birmingham-Jefferson County Transit Authority,Birmingham,AL,4042,40042,Independent Public Agency or Authority of Transit Service,Full Reporter,"749,495 ",99,DR,DO,29,,$1.55 ,,0.03 ,,$88.38 ,,2.0 ,,$45.22 ,,$2.78 ,,,"$176,294 ",,"$5,152,093 ",,"113,940 ",,"58,296 ",,"1,852,055 ",,"955,505 ",,No,,,,,,
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,"486,514 ",99,DR,DO,10,,$2.18 ,,0.04 ,,$140.44 ,,2.4 ,,$58.35 ,,$12.39 ,,,"$80,800 ",,"$2,165,018 ",,"37,102 ",,"15,416 ",,"174,774 ",,"206,859 ",,No,,,,,,
Worcester Regional Transit Authority,Worcester,MA,1014,10014,Independent Public Agency or Authority of Transit Service,Full Reporter,"486,514 ",99,DT,PT,10,,$2.36 ,,0.13 ,,$43.22 ,,2.4 ,,$17.97 ,,$3.89 ,,,"$116,276 ",,"$886,029 ",,"49,312 ",,"20,501 ",,"227,969 ",,"274,973 ",,No,,,,,,
Suburban Transit Corporation,New Brunswick,NJ,2128,20128,Private-For-Profit Corporation,Full Reporter,"18,351,295 ",98,CB,DO,98,,$11.18 ,,0.85 ,,$181.16 ,,13.7 ,,$13.19 ,,$0.35 ,,,"$27,608,437 ",,"$32,561,910 ",,"2,469,185 ",,"179,742 ",,"93,829,030 ",,"3,500,750 ",,No,,,,,,
Connecticut Department of Transportation - CTTRANSIT New Haven Division,Hartford,CT,1055,10055,State Government Unit or Department of Transportation,Full Reporter,"562,839 ",98,MB,DO,98,,$0.94 ,,0.16 ,,$129.88 ,,22.7 ,,$5.73 ,,$1.72 ,,,"$7,232,670 ",,"$44,000,494 ",,"7,681,447 ",,"338,773 ",,"25,517,192 ",,"3,762,062 ",,No,,,,,,
Mecklenburg County ,Charlotte,NC,4228,40228,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442 ",98,DT,PT,76,,$0.22 ,,0.02 ,,$49.54 ,,5.0 ,,$9.87 ,,$1.24 ,,,"$73,664 ",,"$3,364,576 ",,"340,877 ",,"67,913 ",,"2,713,566 ",,"2,618,479 ",,No,,,,,,
MetroWest Regional Transit Authority,Framingham,MA,1118,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",98,DR,PT,65,,$1.25 ,,0.05 ,,$69.19 ,,2.9 ,,$24.18 ,,$4.43 ,,,"$289,515 ",,"$5,592,397 ",,"231,325 ",,"80,832 ",,"1,263,179 ",,"1,097,583 ",,No,,,,,,
MetroWest Regional Transit Authority,Framingham,MA,1118,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",98,MB,PT,33,,$1.24 ,,0.15 ,,$58.87 ,,7.0 ,,$8.41 ,,$1.63 ,,,"$736,746 ",,"$5,015,973 ",,"596,313 ",,"85,201 ",,"3,071,011 ",,"1,157,285 ",,No,,,,,,
Mecklenburg County ,Charlotte,NC,4228,40228,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,249,442 ",98,DR,DO,22,,$0.57 ,,0.01 ,,$120.07 ,,2.4 ,,$49.44 ,,$5.35 ,,,"$40,939 ",,"$3,561,107 ",,"72,022 ",,"29,659 ",,"665,591 ",,"445,889 ",,No,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,4078,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",97,MB,PT,43,,$1.61 ,,0.22 ,,$87.80 ,,12.2 ,,$7.21 ,,$1.41 ,,,"$3,457,135 ",,"$15,527,662 ",,"2,152,593 ",,"176,846 ",,"10,978,224 ",,"2,605,470 ",,No,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,4078,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",97,CB,PT,29,,$1.61 ,,0.18 ,,$140.75 ,,15.8 ,,$8.91 ,,$0.42 ,,,"$528,738 ",,"$2,927,918 ",,"328,614 ",,"20,802 ",,"6,972,780 ",,"491,291 ",,No,,,,,,
"Cobb County, dba: CobbLinc",Marietta,GA,4078,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ",97,DR,PT,25,,$1.94 ,,0.03 ,,$85.88 ,,1.5 ,,$56.06 ,,$7.52 ,,,"$121,174 ",,"$3,497,080 ",,"62,377 ",,"40,720 ",,"464,982 ",,"528,219 ",,No,,,,,,
"Pennyrile Allied Community Services, Inc.",Hopkinsville,KY,4R04-015,4R04-40953,Private-Non-Profit Corporation,Rural Reporter,0 ,96,DR,DO,91,,$0.86 ,,0.04 ,,$27.73 ,,1.2 ,,$23.13 ,,$0.00 ,,,"$159,831 ",,"$4,280,087 ",,"185,067 ",,"154,366 ",,0 ,,"2,000,037 ",,No,,,,,,
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,"345,580 ",96,VP,PT,9,,$6.34 ,,0.27 ,,$95.80 ,,4.1 ,,$23.41 ,,$0.31 ,,,"$121,917 ",,"$449,981 ",,"19,224 ",,"4,697 ",,"1,438,799 ",,"287,951 ",,No,,,,,,
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,"345,580 ",96,MB,DO,57,,$0.65 ,,0.10 ,,$113.08 ,,17.0 ,,$6.64 ,,$0.69 ,,,"$2,574,580 ",,"$26,209,335 ",,"3,947,023 ",,"231,781 ",,"38,247,959 ",,"3,402,692 ",,No,,,,,,
"Pennyrile Allied Community Services, Inc.",Hopkinsville,KY,4R04-015,4R04-40953,Private-Non-Profit Corporation,Rural Reporter,0 ,96,MB,DO,5,,$0.61 ,,0.11 ,,$20.29 ,,3.8 ,,$5.38 ,,$0.00 ,,,"$42,783 ",,"$377,446 ",,"70,102 ",,"18,603 ",,0 ,,"281,974 ",,No,,,,,,
SunLine Transit Agency,Thousand Palms,CA,9079,90079,Independent Public Agency or Authority of Transit Service,Full Reporter,"345,580 ",96,DR,DO,30,,$2.08 ,,0.06 ,,$88.28 ,,2.3 ,,$37.76 ,,$3.28 ,,,"$325,536 ",,"$5,901,495 ",,"156,292 ",,"66,851 ",,"1,801,819 ",,"989,084 ",,No,,,,,,
Enterprise - Denver,Denver,CO,8109,80109,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"2,374,203 ",95,VP,DO,95,,$3.91 ,,0.88 ,,$17.12 ,,3.8 ,,$4.46 ,,$0.11 ,,,"$712,297 ",,"$813,067 ",,"182,256 ",,"47,499 ",,"7,732,123 ",,"1,874,597 ",,No,,,,,,
Southeast Tennessee Human Resource Agency-Rural Division,Dunlap,TN,4R08-004,4R08-40989,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,95,DR,DO,95,,$1.23 ,,0.04 ,,$32.46 ,,1.0 ,,$31.49 ,,$0.00 ,,,"$149,618 ",,"$3,833,161 ",,"121,712 ",,"118,106 ",,0 ,,"2,166,645 ",,No,,,,,,
South Central Tennessee Development District,Mt. Pleasant,TN,4R08-007,4R08-40954,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,95,DR,DO,88,,$1.44 ,,0.05 ,,$38.32 ,,1.4 ,,$26.85 ,,$0.00 ,,,"$271,600 ",,"$5,052,234 ",,"188,159 ",,"131,855 ",,0 ,,"2,093,637 ",,No,,,,,,
South Central Tennessee Development District,Mt. Pleasant,TN,4R08-007,4R08-40954,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,95,MB,DO,7,,$1.48 ,,0.04 ,,$82.24 ,,2.0 ,,$41.05 ,,$0.00 ,,,"$64,698 ",,"$1,788,813 ",,"43,573 ",,"21,752 ",,0 ,,"498,723 ",,No,,,,,,
Roaring Fork Transportation Authority,Glenwood Springs,CO,8R01-013,8R01-80289,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,94,DR,DO,7,,$0.00 ,,0.00 ,,$118.31 ,,2.7 ,,$43.40 ,,$0.00 ,,,$0 ,,"$906,697 ",,"20,892 ",,"7,664 ",,0 ,,"80,825 ",,No,,,,,,
"City of Lubbock, dba: CITIBUS",Lubbock,TX,6010,60010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"237,356 ",94,MB,DO,65,,$1.19 ,,0.47 ,,$64.43 ,,25.3 ,,$2.55 ,,$1.12 ,,,"$4,359,973 ",,"$9,339,067 ",,"3,663,015 ",,"144,960 ",,"8,333,792 ",,"1,904,823 ",,No,,,,,,
Roaring Fork Transportation Authority,Glenwood Springs,CO,8R01-013,8R01-80289,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,94,CB,DO,32,,$1.47 ,,0.19 ,,$130.10 ,,17.0 ,,$7.66 ,,$0.00 ,,,"$2,378,578 ",,"$12,373,314 ",,"1,615,266 ",,"95,109 ",,0 ,,"1,891,082 ",,No,,,,,,
