Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
"Louisville WHEELS Transportation, Inc",Louisville,KY,4R04-027,4R04-41090,Private-Non-Profit Corporation,Rural Reporter,0 ,68,DR,DO,68,,$0.02 ,,0.00 ,,$24.34 ,,0.9 ,,$26.20 ,,$0.00 ,,,"$2,598 ",,"$2,927,054 ",,"111,714 ",,"120,237 ",,0 ,,"1,438,485 ",,No,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",68,DR,PT,60,,$1.02 ,,0.04 ,,$45.24 ,,2.0 ,,$22.60 ,,$2.18 ,,,"$210,404 ",,"$4,681,558 ",,"207,138 ",,"103,491 ",,"2,146,766 ",,"1,847,622 ",,No,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,68,MB,DO,21,,$0.38 ,,0.04 ,,$111.45 ,,12.8 ,,$8.73 ,,$0.00 ,,,"$149,880 ",,"$3,478,552 ",,"398,290 ",,"31,213 ",,0 ,,"605,969 ",,No,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,68,VP,DO,20,,$3.60 ,,1.57 ,,$18.59 ,,8.1 ,,$2.29 ,,$0.00 ,,,"$105,050 ",,"$66,900 ",,"29,167 ",,"3,598 ",,0 ,,"186,769 ",,No,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,68,DR,DO,15,,$2.04 ,,0.04 ,,$73.46 ,,1.5 ,,$48.82 ,,$0.00 ,,,"$94,541 ",,"$2,258,307 ",,"46,262 ",,"30,741 ",,0 ,,"382,233 ",,No,,,,,,
Mason County Transportation Authority,Shelton,WA,0R03-017,0R03-00315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,68,CB,DO,12,,$1.03 ,,0.04 ,,$147.91 ,,6.0 ,,$24.51 ,,$0.00 ,,,"$41,711 ",,"$996,346 ",,"40,655 ",,"6,736 ",,0 ,,"168,638 ",,No,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",68,MB,PT,8,,$1.77 ,,0.13 ,,$60.25 ,,4.3 ,,$14.16 ,,$0.90 ,,,"$145,470 ",,"$1,162,408 ",,"82,090 ",,"19,293 ",,"1,290,645 ",,"330,661 ",,No,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",67,MB,DO,45,,$0.81 ,,0.17 ,,$87.00 ,,18.8 ,,$4.62 ,,$1.13 ,,,"$3,068,465 ",,"$17,564,808 ",,"3,800,673 ",,"201,903 ",,"15,583,507 ",,"2,168,198 ",,No,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ",67,VP,PT,42,,$3.02 ,,0.78 ,,$37.47 ,,9.7 ,,$3.87 ,,$0.10 ,,,"$437,000 ",,"$559,759 ",,"144,751 ",,"14,939 ",,"5,544,893 ",,"666,774 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",67,MB,PT,40,,$0.64 ,,0.10 ,,$104.64 ,,16.7 ,,$6.28 ,,$1.28 ,,,"$1,461,254 ",,"$14,351,199 ",,"2,286,094 ",,"137,149 ",,"11,240,873 ",,"1,493,376 ",,No,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",67,DR,PT,22,,$2.73 ,,0.10 ,,$61.86 ,,2.2 ,,$28.45 ,,$3.93 ,,,"$255,046 ",,"$2,653,227 ",,"93,274 ",,"42,888 ",,"674,632 ",,"663,954 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",67,DR,PT,21,,$1.99 ,,0.07 ,,$53.54 ,,1.8 ,,$29.88 ,,$5.06 ,,,"$135,888 ",,"$2,038,990 ",,"68,237 ",,"38,084 ",,"403,157 ",,"572,376 ",,No,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ",67,CB,PT,18,,$2.97 ,,0.25 ,,$218.76 ,,18.7 ,,$11.69 ,,$0.36 ,,,"$574,791 ",,"$2,147,022 ",,"193,620 ",,"10,350 ",,"6,222,847 ",,"313,242 ",,No,,,,,,
Regional Transportation Authority,Nashville,TN,4159,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,"969,587 ",67,CR,PT,7,,$3.16 ,,0.17 ,,$685.76 ,,37.0 ,,$18.55 ,,$1.16 ,,,"$877,511 ",,"$5,152,128 ",,"277,741 ",,"7,513 ",,"4,434,105 ",,"201,335 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",67,CB,PT,6,,$6.24 ,,0.72 ,,$95.58 ,,11.0 ,,$8.68 ,,$0.32 ,,,"$409,700 ",,"$569,781 ",,"65,627 ",,"5,961 ",,"1,781,016 ",,"105,271 ",,No,,,,,,
North Front Range Metropolitan Planning Organization,Fort Collins,CO,8106,80106,"MPO, COG or Other Planning Agency",Full Reporter,"264,465 ",66,VP,DO,66,,$6.12 ,,0.83 ,,$21.67 ,,2.9 ,,$7.39 ,,$0.17 ,,,"$610,341 ",,"$736,222 ",,"99,667 ",,"33,975 ",,"4,397,152 ",,"1,561,979 ",,No,,,,,,
SouthWest Transit,Eden Prairie,MN,5221,50518,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890 ",66,MB,PT,59,,$2.20 ,,0.26 ,,$205.43 ,,24.1 ,,$8.53 ,,$0.37 ,,,"$2,622,646 ",,"$10,168,502 ",,"1,192,559 ",,"49,499 ",,"27,150,021 ",,"1,223,763 ",,No,,,,,,
Big Bend Transit,Tallahassee,FL,4R02-011,4R02-41153,Private-Non-Profit Corporation,Rural Reporter,0 ,66,DR,DO,55,,$2.15 ,,0.06 ,,$56.36 ,,1.6 ,,$35.52 ,,$0.00 ,,,"$225,081 ",,"$3,725,252 ",,"104,868 ",,"66,103 ",,0 ,,"1,219,610 ",,No,,,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379 ",66,CR,PT,42,,$3.09 ,,0.15 ,,$721.81 ,,34.0 ,,$21.22 ,,$0.77 ,,,"$13,114,959 ",,"$89,987,616 ",,"4,241,486 ",,"124,669 ",,"117,303,700 ",,"3,595,531 ",,No,,,,,,
Sonoma County Transit,Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231 ",66,MB,PT,40,,$1.57 ,,0.16 ,,$128.96 ,,12.8 ,,$10.10 ,,$1.21 ,,,"$1,828,658 ",,"$11,761,593 ",,"1,164,790 ",,"91,206 ",,"9,740,698 ",,"1,496,185 ",,No,,,,,,
Escambia County Area Transit,Pensacola,FL,4038,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"340,067 ",66,MB,PT,39,,$0.69 ,,0.10 ,,$98.64 ,,13.9 ,,$7.11 ,,$1.15 ,,,"$989,344 ",,"$10,267,587 ",,"1,443,463 ",,"104,095 ",,"8,891,732 ",,"1,502,021 ",,No,,,,,,
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024 ",66,MB,DO,36,,$0.53 ,,0.14 ,,$83.49 ,,21.9 ,,$3.81 ,,$1.57 ,,,"$1,593,592 ",,"$11,453,306 ",,"3,006,358 ",,"137,174 ",,"7,305,450 ",,"1,589,632 ",,No,,,,,,
Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,4012,40012,Independent Public Agency or Authority of Transit Service,Full Reporter,"391,024 ",66,DR,DO,30,,$2.80 ,,0.17 ,,$48.92 ,,2.9 ,,$16.59 ,,$2.19 ,,,"$585,266 ",,"$3,464,358 ",,"208,882 ",,"70,823 ",,"1,584,097 ",,"958,553 ",,No,,,,,,
Escambia County Area Transit,Pensacola,FL,4038,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"340,067 ",66,DR,PT,27,,$2.33 ,,0.08 ,,$36.53 ,,1.3 ,,$28.05 ,,$2.70 ,,,"$206,348 ",,"$2,487,472 ",,"88,688 ",,"68,103 ",,"920,006 ",,"963,323 ",,No,,,,,,
Sonoma County Transit,Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231 ",66,DR,PT,25,,$3.60 ,,0.07 ,,$76.57 ,,1.5 ,,$51.10 ,,$4.08 ,,,"$186,278 ",,"$2,646,287 ",,"51,783 ",,"34,560 ",,"648,396 ",,"506,150 ",,No,,,,,,
South Florida Regional Transportation Authority,Pompano Beach,FL,4077,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,502,379 ",66,MB,PT,24,,$0.00 ,,0.00 ,,$40.96 ,,16.2 ,,$2.53 ,,$0.65 ,,,$0 ,,"$2,780,180 ",,"1,100,336 ",,"67,880 ",,"4,283,650 ",,"841,967 ",,No,,,,,,
SouthWest Transit,Eden Prairie,MN,5221,50518,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,650,890 ",66,DR,PT,7,,$2.29 ,,0.20 ,,$35.99 ,,3.2 ,,$11.25 ,,$1.85 ,,,"$122,484 ",,"$601,960 ",,"53,531 ",,"16,725 ",,"326,103 ",,"256,719 ",,No,,,,,,
Big Bend Transit,Tallahassee,FL,4R02-011,4R02-41153,Private-Non-Profit Corporation,Rural Reporter,0 ,66,VP,DO,6,,$2.02 ,,0.70 ,,$25.21 ,,8.8 ,,$2.86 ,,$0.00 ,,,"$46,441 ",,"$65,959 ",,"23,038 ",,"2,616 ",,0 ,,"103,577 ",,No,,,,,,
Big Bend Transit,Tallahassee,FL,4R02-011,4R02-41153,Private-Non-Profit Corporation,Rural Reporter,0 ,66,MB,DO,5,,$0.89 ,,0.13 ,,$27.39 ,,4.2 ,,$6.59 ,,$0.00 ,,,"$36,505 ",,"$271,578 ",,"41,186 ",,"9,914 ",,0 ,,"203,770 ",,No,,,,,,
Sonoma County Transit,Santa Rosa,CA,9089,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231 ",66,MB,DO,1,,$0.85 ,,0.04 ,,$102.48 ,,4.9 ,,$20.94 ,,$2.55 ,,,"$3,203 ",,"$78,708 ",,"3,758 ",,768 ,,"30,839 ",,"10,977 ",,No,,,,,,
Sandy Valley Transportation Services,Prestonsburg,KY,4R04-016,4R04-41006,Private-Non-Profit Corporation,Rural Reporter,0 ,65,DR,DO,65,,$0.37 ,,0.01 ,,$33.65 ,,1.2 ,,$29.09 ,,$0.00 ,,,"$56,726 ",,"$4,432,194 ",,"152,368 ",,"131,712 ",,0 ,,"2,067,210 ",,No,,,,,,
East Central Iowa Council of Governments,Cedar Rapids,IA,7R01-010,7R01-70138,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,65,DR,DO,65,,$1.94 ,,0.12 ,,$51.30 ,,3.2 ,,$16.03 ,,$0.00 ,,,"$502,788 ",,"$4,143,644 ",,"258,557 ",,"80,771 ",,0 ,,"1,180,229 ",,No,,,,,,
Mayor and City Council Town of Ocean City,Ocean City,MD,3R03-026,3R03-30155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,64,MB,DO,61,,$1.16 ,,0.60 ,,$58.23 ,,30.2 ,,$1.93 ,,$0.00 ,,,"$3,025,101 ",,"$5,026,910 ",,"2,611,384 ",,"86,331 ",,0 ,,"851,691 ",,No,,,,,,
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968 ",64,MB,PT,49,,$1.22 ,,0.15 ,,$107.92 ,,13.1 ,,$8.22 ,,$1.66 ,,,"$2,007,023 ",,"$13,555,486 ",,"1,648,811 ",,"125,604 ",,"8,168,817 ",,"1,780,948 ",,No,,,,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311 ",64,MB,DO,43,,$0.99 ,,0.32 ,,$109.81 ,,35.3 ,,$3.11 ,,$0.92 ,,,"$6,014,428 ",,"$18,874,710 ",,"6,059,908 ",,"171,887 ",,"20,421,890 ",,"1,927,962 ",,No,,,,,,
Greater Bridgeport Transit Authority,Bridgeport,CT,1050,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,"923,311 ",64,DR,PT,21,,$2.93 ,,0.11 ,,$75.50 ,,2.7 ,,$27.53 ,,$3.89 ,,,"$315,655 ",,"$2,963,599 ",,"107,652 ",,"39,255 ",,"760,888 ",,"501,768 ",,No,,,,,,
Livermore / Amador Valley Transit Authority,Livermore,CA,9144,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,"615,968 ",64,DR,PT,15,,$4.23 ,,0.13 ,,$61.72 ,,1.8 ,,$33.52 ,,$3.29 ,,,"$232,526 ",,"$1,842,854 ",,"54,975 ",,"29,859 ",,"559,379 ",,"421,306 ",,No,,,,,,
Mayor and City Council Town of Ocean City,Ocean City,MD,3R03-026,3R03-30155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,64,DR,DO,3,,$0.12 ,,0.00 ,,$50.79 ,,1.9 ,,$26.57 ,,$0.00 ,,,"$1,221 ",,"$268,453 ",,"10,103 ",,"5,286 ",,0 ,,"49,741 ",,No,,,,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359 ",63,DR,DO,63,,$4.64 ,,0.23 ,,$53.30 ,,2.7 ,,$19.76 ,,$2.08 ,,,"$1,465,144 ",,"$6,242,954 ",,"315,987 ",,"117,132 ",,"2,994,491 ",,"1,833,282 ",,No,,,,,,
Anaheim Transportation Network,Anaheim,CA,9211,90211,Private-Non-Profit Corporation,Full Reporter,"12,150,996 ",63,MB,PT,63,,$0.54 ,,0.39 ,,$53.94 ,,39.3 ,,$1.37 ,,$0.69 ,,,"$5,130,125 ",,"$13,089,278 ",,"9,528,312 ",,"242,644 ",,"18,866,058 ",,"1,527,263 ",,No,,,,,,
Modesto Area Express,Modesto,CA,9007,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"358,172 ",63,MB,PT,46,,$0.84 ,,0.20 ,,$85.92 ,,20.6 ,,$4.18 ,,$1.23 ,,,"$2,598,624 ",,"$12,981,003 ",,"3,108,307 ",,"151,089 ",,"10,521,983 ",,"1,947,743 ",,No,,,,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245 ",63,MB,DO,33,,$0.66 ,,0.12 ,,$89.50 ,,16.6 ,,$5.40 ,,$0.68 ,,,"$1,541,347 ",,"$12,636,559 ",,"2,341,142 ",,"141,187 ",,"18,696,527 ",,"2,249,630 ",,No,,,,,,
Stark Area Regional Transit Authority,Canton,OH,5011,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,"279,245 ",63,DR,DO,30,,$3.98 ,,0.10 ,,$91.09 ,,2.4 ,,$38.09 ,,$4.36 ,,,"$683,379 ",,"$6,532,647 ",,"171,493 ",,"71,715 ",,"1,498,475 ",,"1,384,210 ",,No,,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534 ",63,DR,PT,26,,$1.53 ,,0.10 ,,$35.21 ,,2.4 ,,$14.97 ,,$4.54 ,,,"$120,722 ",,"$1,181,677 ",,"78,946 ",,"33,565 ",,"260,086 ",,"371,550 ",,No,,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534 ",63,MB,DO,19,,$0.80 ,,0.14 ,,$108.53 ,,19.0 ,,$5.72 ,,$1.49 ,,,"$828,202 ",,"$5,914,174 ",,"1,033,510 ",,"54,491 ",,"3,959,360 ",,"803,670 ",W,Yes,,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534 ",63,VP,DO,16,,$3.29 ,,0.78 ,,$31.93 ,,7.6 ,,$4.20 ,,$0.09 ,,,"$162,052 ",,"$206,839 ",,"49,286 ",,"6,478 ",,"2,270,025 ",,"289,049 ",,No,,,,,,
Modesto Area Express,Modesto,CA,9007,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"358,172 ",63,DR,PT,12,,$2.48 ,,0.10 ,,$90.91 ,,3.7 ,,$24.43 ,,$3.42 ,,,"$300,443 ",,"$2,957,366 ",,"121,047 ",,"32,530 ",,"864,276 ",,"413,404 ",,No,,,,,,
Modesto Area Express,Modesto,CA,9007,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"358,172 ",63,DT,PT,5,,$2.12 ,,0.12 ,,$41.61 ,,2.3 ,,$18.08 ,,$3.67 ,,,"$26,125 ",,"$222,598 ",,"12,311 ",,"5,350 ",,"60,657 ",,"51,801 ",,No,,,,,,
Yakima Transit,Yakima,WA,0006,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"129,534 ",63,CB,PT,2,,$8.92 ,,0.42 ,,$105.20 ,,4.9 ,,$21.31 ,,$0.46 ,,,"$212,775 ",,"$508,116 ",,"23,845 ",,"4,830 ",,"1,102,720 ",,"140,974 ",,No,,,,,,
Northeast Colorado Association of Local Government,Fort Morgan,CO,8R01-011,8R01-80221,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,62,DR,DO,62,,$0.57 ,,0.06 ,,$27.34 ,,2.7 ,,$10.15 ,,$0.00 ,,,"$69,614 ",,"$1,244,593 ",,"122,673 ",,"45,517 ",,0 ,,"945,211 ",,No,,,,,,
Shawnee Mass Transit District,Vienna,IL,5R01-035,5R01-50315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,62,DR,DO,47,,$0.83 ,,0.04 ,,$43.77 ,,2.0 ,,$21.57 ,,$0.00 ,,,"$123,973 ",,"$3,226,824 ",,"149,615 ",,"73,714 ",,0 ,,"1,891,500 ",,No,,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051 ",62,MB,DO,46,,$0.27 ,,0.06 ,,$105.76 ,,22.2 ,,$4.76 ,,$1.61 ,,,"$888,947 ",,"$15,974,062 ",,"3,354,584 ",,"151,034 ",,"9,942,497 ",,"2,211,951 ",,No,,,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661 ",62,MB,DO,40,,$1.08 ,,0.35 ,,$102.14 ,,32.8 ,,$3.11 ,,$1.23 ,,,"$4,335,294 ",,"$12,524,943 ",,"4,023,365 ",,"122,624 ",,"10,179,113 ",,"1,583,498 ",,No,,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",62,DR,DO,29,,$0.43 ,,0.02 ,,$51.19 ,,2.7 ,,$19.17 ,,$4.16 ,,,"$51,073 ",,"$2,254,360 ",,"117,606 ",,"44,038 ",,"541,989 ",,"541,993 ",,No,,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",62,MB,DO,26,,$1.15 ,,0.14 ,,$113.55 ,,13.5 ,,$8.44 ,,$1.98 ,,,"$1,176,511 ",,"$8,638,332 ",,"1,023,677 ",,"76,077 ",,"4,359,986 ",,"960,234 ",,No,,,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661 ",62,DR,PT,21,,$1.27 ,,0.06 ,,$45.38 ,,2.0 ,,$22.57 ,,$3.08 ,,,"$70,883 ",,"$1,261,639 ",,"55,892 ",,"27,799 ",,"409,025 ",,"440,605 ",,No,,,,,,
Shawnee Mass Transit District,Vienna,IL,5R01-035,5R01-50315,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,62,MB,DO,15,,$3.20 ,,0.02 ,,$129.27 ,,0.9 ,,$136.81 ,,$0.00 ,,,"$5,109 ",,"$218,216 ",,"1,595 ",,"1,688 ",,0 ,,"51,812 ",,No,,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051 ",62,DR,DO,9,,$3.07 ,,0.20 ,,$81.05 ,,5.2 ,,$15.68 ,,$1.42 ,,,"$165,219 ",,"$844,298 ",,"53,834 ",,"10,417 ",,"593,140 ",,"144,374 ",,No,,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",62,MB,PT,6,,$0.43 ,,0.04 ,,$70.40 ,,6.5 ,,$10.76 ,,$2.15 ,,,"$30,218 ",,"$751,595 ",,"69,846 ",,"10,676 ",,"349,230 ",,"165,426 ",,No,,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051 ",62,DR,PT,4,,$2.11 ,,0.07 ,,$62.78 ,,2.0 ,,$32.17 ,,$7.33 ,,,"$39,157 ",,"$598,048 ",,"18,589 ",,"9,526 ",,"81,577 ",,"129,346 ",,No,,,,,,
Rock Island County Metropolitan Mass Transit District,Moline ,IL,5057,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,"280,051 ",62,FB,PT,3,,$3.81 ,,0.30 ,,$291.52 ,,23.0 ,,$12.65 ,,$2.17 ,,,"$169,727 ",,"$563,210 ",,"44,527 ",,"1,932 ",,"259,831 ",,"14,478 ",,No,,,,,,
County of Lackawanna Transit System,Scranton,PA,3025,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",62,DR,PT,1,,$9.94 ,,0.07 ,,$537.95 ,,3.8 ,,$140.72 ,,$24.28 ,,,"$3,003 ",,"$42,498 ",,302 ,,79 ,,"1,750 ",,"1,753 ",,No,,,,,,
Tompkins Consolidated Area Transit,Ithaca,NY,2145,20145,Private-Non-Profit Corporation,Full Reporter,"53,661 ",62,VP,PT,1,,$44.85 ,,0.57 ,Q,$438.56 ,Q,5.6 ,,$78.58 ,Q,$2.68 ,Q,,"$47,811 ",,"$83,765 ",Q,"1,066 ",,191 ,,"31,245 ",,"8,067 ",,Yes,,,,,,
North Arkansas Transportation Service,Harrison,AR,6R01-005,6R01-60189,Private-Non-Profit Corporation,Rural Reporter,0 ,61,DR,DO,58,,$0.70 ,,0.07 ,,$16.08 ,,1.6 ,,$9.95 ,,$0.00 ,,,"$86,972 ",,"$1,237,681 ",,"124,384 ",,"76,974 ",,0 ,,"629,074 ",,No,,,,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725 ",61,MB,DO,56,,$0.60 ,,0.26 ,,$79.75 ,,34.9 ,,$2.29 ,,$0.96 ,,,"$2,842,707 ",,"$10,896,233 ",,"4,765,538 ",,"136,635 ",,"11,395,831 ",,"1,742,268 ",,No,,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596 ",61,DR,DO,31,,$2.00 ,,0.03 ,,$102.96 ,,1.8 ,,$58.15 ,,$7.89 ,,,"$177,618 ",,"$5,164,672 ",,"88,809 ",,"50,163 ",,"654,334 ",,"641,077 ",,No,,,,,,
Lakeland Area Mass Transit District,Lakeland,FL,4031,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,"262,596 ",61,MB,DO,30,,$1.41 ,,0.19 ,,$110.05 ,,14.6 ,,$7.51 ,,$1.21 ,,,"$1,845,356 ",,"$9,805,544 ",,"1,304,808 ",,"89,104 ",,"8,076,814 ",,"1,372,618 ",,No,,,,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725 ",61,DR,DO,5,,$4.04 ,,0.16 ,,$82.63 ,,3.2 ,,$26.05 ,,$4.82 ,,,"$118,488 ",,"$764,258 ",,"29,335 ",,"9,249 ",,"158,518 ",,"109,931 ",,No,,,,,,
North Arkansas Transportation Service,Harrison,AR,6R01-005,6R01-60189,Private-Non-Profit Corporation,Rural Reporter,0 ,61,MB,DO,3,,$0.91 ,,0.07 ,,$18.90 ,,1.4 ,,$13.18 ,,$0.00 ,,,"$11,860 ",,"$171,339 ",,"13,003 ",,"9,066 ",,0 ,,"87,086 ",,No,,,,,,
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316 ",60,MB,DO,48,,$0.57 ,,0.08 ,,$118.73 ,,17.0 ,,$6.99 ,,$2.35 ,,,"$1,004,011 ",,"$12,347,714 ",,"1,767,024 ",,"104,001 ",,"5,257,790 ",,"1,375,628 ",,No,,,,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684 ",60,MB,DO,40,,$0.58 ,,0.08 ,,$97.22 ,,13.9 ,,$7.00 ,,$1.00 ,,,"$790,719 ",,"$9,571,214 ",,"1,367,634 ",,"98,453 ",,"9,581,727 ",,"1,442,940 ",,No,,,,,,
Valley Regional Transit,Meridian,ID,0011,00011,Independent Public Agency or Authority of Transit Service,Full Reporter,"349,684 ",60,DR,DO,20,,$1.66 ,,0.05 ,,$72.36 ,,2.2 ,,$32.47 ,,$5.51 ,,,"$94,984 ",,"$1,854,330 ",,"57,104 ",,"25,626 ",,"336,265 ",,"331,532 ",,No,,,,,,
Springfield Mass Transit District,Springfield,IL,5059,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,"161,316 ",60,DR,DO,12,,$2.85 ,,0.13 ,,$55.82 ,,2.6 ,,$21.49 ,,$3.50 ,,,"$230,244 ",,"$1,735,725 ",,"80,766 ",,"31,095 ",,"496,627 ",,"393,446 ",,No,,,,,,
"Lakeland Bus Lines, Inc.",Dover,NJ,2163,20163,Private-For-Profit Corporation,Full Reporter,"18,351,295 ",59,CB,DO,59,,$10.06 ,,0.87 ,,$158.83 ,,13.7 ,,$11.58 ,,$0.33 ,,,"$16,396,633 ",,"$18,876,751 ",,"1,629,680 ",,"118,849 ",,"57,545,251 ",,"2,228,266 ",,No,,,,,,
