Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
The Eastern Contra Costa Transit Authority,Antioch,CA,9162,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,"277,634 ",78,MB,PT,52,,$1.11 ,,0.16 ,,$112.45 ,,16.1 ,,$6.97 ,,$0.96 ,,,"$2,612,164 ",,"$16,350,370 ",,"2,344,985 ",,"145,397 ",,"16,944,717 ",,"2,036,876 ",,No,,,,,,
The Eastern Contra Costa Transit Authority,Antioch,CA,9162,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,"277,634 ",78,DR,PT,26,,$3.08 ,,0.11 ,,$73.90 ,,2.5 ,,$29.12 ,,$4.86 ,,,"$411,050 ",,"$3,885,139 ",,"133,406 ",,"52,570 ",,"800,161 ",,"751,328 ",,No,,,,,,
County of Maui - Dept. of Transportation,Wailuku,HI,9241,90241,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"55,934 ",78,MB,PT,13,,$1.20 ,,0.28 ,,$94.07 ,,22.3 ,,$4.22 ,,$0.56 ,,,"$2,254,002 ",,"$7,924,791 ",,"1,879,072 ",,"84,240 ",,"14,202,090 ",,"1,368,747 ",,No,,,,,,
StarTran,Lincoln,NE,7001,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"258,719 ",78,DT,PT,13,,$3.50 ,,0.12 ,,$109.82 ,,3.8 ,,$29.27 ,,$5.06 ,,,"$82,653 ",,"$691,112 ",,"23,615 ",,"6,293 ",,"136,614 ",,"134,308 ",,No,,,,,,
Charleston Area Regional Transportation Authority,Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404 ",77,CB,PT,8,,$1.37 ,,0.39 ,,$86.36 ,,24.4 ,,$3.55 ,,$0.24 ,,,"$277,607 ",,"$720,666 ",,"203,287 ",,"8,345 ",,"3,063,332 ",,"197,153 ",,No,,,,,,
Kentuckiana Regional Planning and Development Agency,Louisville,KY,4196,40196,"MPO, COG or Other Planning Agency",Full Reporter,"972,546 ",77,VP,DO,77,,$2.72 ,,0.48 ,,$35.89 ,,6.3 ,,$5.70 ,,$0.16 ,,,"$527,116 ",,"$1,103,505 ",,"193,603 ",,"30,748 ",,"7,044,187 ",,"1,351,587 ",,No,,,,,,
First Tennessee Human Resource Agency,Johnson City,TN,4R08-001,40950,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"120,415 ",77,DR,DO,77,,$1.54 ,,0.06 ,,$33.47 ,,1.3 ,,$26.57 ,,$0.00 ,,,"$266,541 ",,"$4,588,058 ",,"172,679 ",,"137,069 ",,0 ,,"2,885,331 ",,No,,,,,,
Bluegrass Community Action Agency,Frankfort,KY,4R04-001,4R04-40948,Private-Non-Profit Corporation,Rural Reporter,0 ,77,DR,DO,72,,$0.39 ,,0.02 ,,$37.25 ,,1.4 ,,$26.07 ,,$0.00 ,,,"$89,103 ",,"$5,944,693 ",,"228,050 ",,"159,596 ",,0 ,,"2,450,627 ",,No,,,,,,
Heart of Iowa Regional Transit Agency,Des Moines,IA,7R01-011,7R01-70066,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,77,DR,DO,52,,$0.52 ,,0.03 ,,$55.17 ,,3.4 ,,$16.43 ,,$0.00 ,,,"$99,129 ",,"$3,116,025 ",,"189,701 ",,"56,481 ",,0 ,,"796,213 ",,No,,,,,,
Bluegrass Community Action Agency,Frankfort,KY,4R04-001,4R04-40948,Private-Non-Profit Corporation,Rural Reporter,0 ,77,MB,DO,5,,$0.60 ,,0.02 ,,$14.27 ,,0.4 ,,$36.24 ,,$0.00 ,,,"$2,360 ",,"$143,402 ",,"3,957 ",,"10,046 ",,0 ,,"63,338 ",,No,,,,,,
Charleston Area Regional Transportation Authority,Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404 ",77,MB,PT,49,,$1.19 ,,0.33 ,,$66.60 ,,18.5 ,,$3.60 ,,$0.77 ,,,"$4,025,304 ",,"$12,193,784 ",,"3,388,759 ",,"183,081 ",,"15,791,617 ",,"2,335,799 ",,No,,,,,,
Heart of Iowa Regional Transit Agency,Des Moines,IA,7R01-011,7R01-70066,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,77,DR,PT,25,,$1.18 ,,0.09 ,,$38.15 ,,2.8 ,,$13.41 ,,$0.00 ,,,"$126,165 ",,"$1,432,324 ",,"106,789 ",,"37,542 ",,0 ,,"511,899 ",,No,,,,,,
Charleston Area Regional Transportation Authority,Charleston,SC,4110,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,"548,404 ",77,DR,PT,20,,$4.54 ,,0.13 ,,$63.26 ,,1.8 ,,$34.97 ,,$3.90 ,,,"$323,875 ",,"$2,492,847 ",,"71,279 ",,"39,408 ",,"639,007 ",,"549,867 ",,No,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ",76,DR,PT,43,,$4.97 ,,0.36 ,,$54.82 ,,4.0 ,,$13.75 ,,$1.51 ,,,"$781,655 ",,"$2,163,729 ",,"157,412 ",,"39,470 ",,"1,430,403 ",,"842,205 ",,No,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ",76,MB,DO,21,,$0.82 ,,0.15 ,,$87.76 ,,16.2 ,,$5.43 ,,$1.20 ,,,"$788,481 ",,"$5,223,046 ",,"961,596 ",,"59,512 ",,"4,347,479 ",,"900,996 ",,No,,,,,,
City of Appleton - Valley Transit,Appleton,WI,5001,50001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"216,154 ",76,MB,PT,12,,$0.00 ,,0.00 ,,$43.31 ,,3.6 ,,$11.95 ,,$0.93 ,,,$0 ,,"$332,410 ",,"27,826 ",,"7,676 ",,"358,914 ",,"158,976 ",,No,,,,,,
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696 ",75,MB,DO,55,,$0.65 ,,0.10 ,,$84.26 ,,13.1 ,,$6.44 ,,$2.18 ,,,"$1,732,170 ",,"$17,102,381 ",,"2,657,150 ",,"202,975 ",,"7,859,903 ",,"2,542,387 ",,No,,,,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345 ",75,DR,DO,48,,$2.42 ,,0.06 ,,$67.11 ,,1.7 ,,$39.38 ,,$2.54 ,,,"$154,127 ",,"$2,507,357 ",,"63,668 ",,"37,360 ",,"985,602 ",,"907,442 ",,No,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ",75,MB,DO,40,,$0.80 ,,0.18 ,,$101.65 ,,22.6 ,,$4.49 ,,$1.69 ,,,"$1,660,214 ",,"$9,373,521 ",,"2,087,693 ",,"92,213 ",,"5,560,110 ",,"1,085,182 ",,No,,,,,,
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter,"171,345 ",75,MB,DO,27,,$0.50 ,,0.04 ,,$95.07 ,,8.5 ,,$11.23 ,,$1.76 ,,,"$204,307 ",,"$4,572,375 ",,"407,223 ",,"48,097 ",,"2,602,155 ",,"816,601 ",,No,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ",75,DR,PT,21,,$2.04 ,,0.08 ,,$53.12 ,,2.1 ,,$25.27 ,,$3.88 ,,,"$99,511 ",,"$1,234,146 ",,"48,848 ",,"23,232 ",,"318,173 ",,"290,832 ",,No,,,,,,
Knoxville Area Transit,Knoxville,TN,4002,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696 ",75,DR,DO,20,,$2.54 ,,0.06 ,,$92.99 ,,2.1 ,,$44.86 ,,$5.39 ,,,"$138,543 ",,"$2,444,811 ",,"54,502 ",,"26,290 ",,"453,298 ",,"360,095 ",,No,,,,,,
Chittenden County Transportation Authority,Burlington,VT,1066,10066,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,740 ",75,CB,DO,14,,$3.06 ,,0.22 ,,$131.43 ,,9.6 ,,$13.74 ,,$0.58 ,,,"$558,228 ",,"$2,507,974 ",,"182,479 ",,"19,082 ",,"4,341,905 ",,"543,229 ",,No,,,,,,
"Audubon Area Community Services, Inc.",Owensboro,KY,4R04-020,41105,Private-Non-Profit Corporation,Full Reporter,"70,543 ",74,DR,DO,74,,$0.67 ,,0.03 ,,$26.89 ,,1.1 ,,$24.24 ,,$2.58 ,,,"$142,054 ",,"$5,120,373 ",,"211,269 ",,"190,407 ",,"1,988,410 ",,"2,118,438 ",,No,,,,,,
Panhandle Community Services ,Amarillo ,TX,6R05-002,6R05-60192,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,74,DR,DO,74,,$0.44 ,,0.05 ,,$42.39 ,,4.4 ,,$9.70 ,,$0.00 ,,,"$137,220 ",,"$3,016,569 ",,"311,128 ",,"71,170 ",,0 ,,"1,180,675 ",,No,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ",74,DR,DO,66,,$0.91 ,,0.03 ,,$49.51 ,,1.6 ,,$31.08 ,,$1.49 ,,,"$132,213 ",,"$4,535,406 ",,"145,949 ",,"91,609 ",,"3,040,471 ",,"1,360,887 ",,No,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ",74,CB,DO,6,,$0.26 ,,0.01 ,,$47.01 ,,2.5 ,,$19.18 ,,$2.24 ,,,"$10,801 ",,"$805,277 ",,"41,987 ",,"17,129 ",,"360,248 ",,"247,450 ",,No,,,,,,
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,309 ",74,MB,DO,56,,$0.49 ,,0.08 ,,$95.84 ,,14.8 ,,$6.46 ,,$1.64 ,,,"$1,842,507 ",,"$24,070,726 ",,"3,728,427 ",,"251,150 ",,"14,675,572 ",,"3,335,066 ",,No,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443 ",74,MB,PT,52,,$0.85 ,,0.16 ,,$113.07 ,,21.4 ,,$5.28 ,,$1.64 ,,,"$2,258,330 ",,"$14,084,571 ",,"2,668,001 ",,"124,565 ",,"8,590,963 ",,"1,557,258 ",,No,,,,,,
Southeastern Regional Transit Authority,New Bedford,MA,1006,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,"149,443 ",74,DR,PT,22,,$2.34 ,,0.05 ,,$90.04 ,,2.0 ,,$46.15 ,,$7.84 ,,,"$154,728 ",,"$3,048,620 ",,"66,061 ",,"33,859 ",,"388,733 ",,"488,109 ",,No,,,,,,
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,121,892 ",74,MB,DO,2,,$0.25 ,,0.01 ,,$47.80 ,,1.8 ,,$27.29 ,,$9.44 ,,,"$1,428 ",,"$157,846 ",,"5,784 ",,"3,302 ",,"16,716 ",,"38,996 ",,No,,,,,,
Capital Area Transit System,Baton Rouge,LA,6022,60022,Independent Public Agency or Authority of Transit Service,Full Reporter,"594,309 ",74,DR,PT,18,,$1.21 ,,0.03 ,,$61.59 ,,1.8 ,,$34.54 ,,$2.97 ,W,,"$101,583 ",,"$2,910,487 ",,"84,271 ",,"47,254 ",,"981,631 ",W,"710,747 ",,Yes,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,73,CB,DO,7,,$1.00 ,,0.06 ,,$105.75 ,,6.4 ,,$16.41 ,,$0.00 ,,,"$49,844 ",,"$818,601 ",,"49,878 ",,"7,741 ",,0 ,,"196,620 ",,No,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ",73,MB,DO,49,,$0.75 ,,0.13 ,,$80.04 ,,14.0 ,,$5.72 ,,$1.19 ,,,"$1,768,206 ",,"$13,500,600 ",,"2,358,428 ",,"168,679 ",,"11,341,523 ",,"2,414,820 ",,No,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,73,DR,DO,48,,$0.00 ,,0.00 ,,$45.84 ,,1.6 ,,$27.90 ,,$0.00 ,,,$0 ,,"$3,308,519 ",,"118,598 ",,"72,177 ",,0 ,,"1,798,649 ",,No,,,,,,
Central County Transportation Authority,Kalamazoo,MI,5035,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,703 ",73,DR,PT,44,,$3.59 ,,0.12 ,,$52.99 ,,1.8 ,,$29.08 ,,$2.82 ,,,"$581,514 ",,"$4,705,793 ",,"161,820 ",,"88,806 ",,"1,668,230 ",,"1,266,677 ",,No,,,,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",73,DR,DO,41,,$4.36 ,,0.21 ,,$61.62 ,,2.9 ,,$21.24 ,,$2.36 ,,,"$735,731 ",,"$3,581,997 ",,"168,624 ",,"58,133 ",,"1,520,624 ",,"925,444 ",,No,,,,,,
Luzerne County Transportation Authority,Kingston,PA,3015,30015,Independent Public Agency or Authority of Transit Service,Full Reporter,"381,502 ",73,MB,DO,32,,$1.02 ,,0.12 ,,$128.22 ,,15.4 ,,$8.31 ,,$1.94 ,,,"$1,189,256 ",,"$9,707,161 ",,"1,168,297 ",,"75,705 ",,"5,000,246 ",,"1,125,950 ",,No,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ",73,SR,DO,3,,$0.32 ,,0.03 ,,$86.97 ,,8.5 ,,$10.28 ,,$3.99 ,,,"$30,777 ",,"$977,422 ",,"95,118 ",,"11,238 ",,"244,909 ",,"49,861 ",,No,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,73,DT,PT,3,,$0.00 ,,0.00 ,,$39.35 ,,3.1 ,,$12.71 ,,$0.00 ,,,$0 ,,"$35,612 ",,"2,801 ",,905 ,,0 ,,"11,312 ",,No,,,,,,
Central County Transportation Authority,Kalamazoo,MI,5035,50035,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,703 ",73,MB,DO,29,,$0.96 ,,0.24 ,,$84.36 ,,21.0 ,,$4.01 ,,$1.08 ,,,"$2,630,545 ",,"$10,978,076 ",,"2,737,691 ",,"130,134 ",,"10,142,486 ",,"1,734,288 ",,No,,,,,,
Central Arkansas Transit Authority,North Little Rock,AR,6033,60033,Independent Public Agency or Authority of Transit Service,Full Reporter,"431,388 ",73,DR,DO,21,,$2.50 ,,0.11 ,,$53.97 ,,2.3 ,,$23.73 ,,$2.99 ,,,"$226,590 ",,"$2,147,820 ",,"90,519 ",,"39,800 ",,"718,469 ",,"727,208 ",,No,,,,,,
Chittenden County Transportation Authority d/b/a Green Mountain Transit Agency,Burlington,VT,1R06-007,1R06-10165,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,73,MB,DO,15,,$0.26 ,,0.03 ,,$76.12 ,,8.9 ,,$8.51 ,,$0.00 ,,,"$72,377 ",,"$2,377,173 ",,"279,229 ",,"31,230 ",,0 ,,"419,562 ",,No,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,VP,DO,9,,$1.87 ,,0.63 ,,$11.34 ,W,3.8 ,W,$2.99 ,,$0.00 ,,,"$27,879 ",,"$44,498 ",,"14,887 ",,"3,924 ",W,0 ,,"191,921 ",,Yes,,,,,,
Southwest Iowa Planning Council /SW Iowa Transit,Atlantic,IA,7R01-013,7R01-70258,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,72,DR,DO,72,,$0.74 ,,0.08 ,,$34.97 ,,3.7 ,,$9.33 ,,$0.00 ,,,"$262,011 ",,"$3,321,341 ",,"355,966 ",,"94,970 ",,0 ,,"1,487,016 ",,No,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 ,72,DR,DO,70,,$0.00 ,,0.00 ,,$28.19 ,,0.7 ,,$38.23 ,,$0.00 ,,,$0 ,,"$160,215 ",,"4,191 ",,"5,684 ",,0 ,,"104,406 ",,No,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,TR,DO,59,,$0.00 ,,0.00 ,,$11.26 ,,9.7 ,,$1.16 ,,$0.00 ,,,$0 ,,"$3,255,952 ",,"2,813,254 ",,"289,098 ",,0 ,,"3,232,124 ",,No,,,,,,
Town of Mountain Village,Mountain Village,CO,8R01-053,8R01-80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,MB,DO,4,,$0.00 ,,0.00 ,,$42.20 ,,12.1 ,,$3.49 ,,$0.00 ,,,$0 ,,"$195,188 ",,"55,935 ",,"4,625 ",,0 ,,"74,002 ",,No,,,,,,
County of Hawaii Mass Transit Agency,Hilo,HI,9R03-002,9R03-91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,CB,DO,32,,$1.07 ,,0.12 ,,$85.39 ,,9.8 ,,$8.71 ,,$0.00 ,,,"$821,575 ",,"$6,678,127 ",,"766,472 ",,"78,208 ",,0 ,,"2,961,764 ",,No,,,,,,
County of Hawaii Mass Transit Agency,Hilo,HI,9R03-002,9R03-91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,DT,PT,20,,$2.81 ,,0.40 ,,$13.34 ,,1.9 ,,$6.96 ,,$0.00 ,,,"$378,761 ",,"$939,624 ",,"134,986 ",,"70,426 ",,0 ,,"469,812 ",,No,,,,,,
County of Hawaii Mass Transit Agency,Hilo,HI,9R03-002,9R03-91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,72,DR,PT,20,,$0.10 ,,0.01 ,,$32.43 ,,2.1 ,,$15.12 ,,$0.00 ,,,"$5,384 ",,"$848,174 ",,"56,101 ",,"26,152 ",,0 ,,"339,382 ",,No,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 ,72,DR,PT,2,,$0.00 ,,0.00 ,,$125.40 ,,2.6 ,,$47.73 ,,$0.00 ,,,$0 ,,"$13,794 ",,289 ,,110 ,,0 ,,"5,936 ",,No,,,,,,
"JAUNT, Inc.",Charlottesville,VA,3045,30045,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,"92,359 ",71,DR,DO,71,,$3.38 ,,0.16 ,,$59.02 ,,2.9 ,,$20.49 ,,$2.21 ,,,"$1,090,228 ",,"$6,615,931 ",,"322,822 ",,"112,106 ",,"2,989,257 ",,"1,753,060 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",71,CB,PT,6,,$5.94 ,,0.66 ,,$95.49 ,,10.7 ,,$8.94 ,,$0.33 ,,,"$374,548 ",,"$563,870 ",,"63,104 ",,"5,905 ",,"1,714,761 ",,"100,693 ",,No,,,,,,
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295 ",71,MB,DO,57,,$0.45 ,,0.13 ,,$74.09 ,,22.1 ,,$3.36 ,,$1.92 ,,,"$1,401,048 ",,"$10,408,383 ",,"3,098,846 ",,"140,481 ",,"5,416,395 ",,"699,497 ",,No,,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",71,MB,PT,52,,$1.47 ,,0.22 ,,$121.51 ,,18.2 ,,$6.66 ,,$0.87 ,,,"$3,463,038 ",,"$15,745,546 ",,"2,362,533 ",,"129,584 ",,"18,003,634 ",,"2,375,316 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",71,MB,PT,41,,$0.58 ,,0.09 ,,$102.26 ,,16.0 ,,$6.40 ,,$1.48 ,,,"$1,262,395 ",,"$13,817,654 ",,"2,158,265 ",,"135,129 ",,"9,327,390 ",,"1,497,694 ",,No,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ",71,VP,PT,36,,$3.96 ,,0.88 ,,$34.56 ,,7.7 ,,$4.48 ,,$0.09 ,,,"$439,636 ",,"$496,929 ",,"110,980 ",,"14,380 ",,"5,420,542 ",,"748,765 ",,No,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,1013,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ",71,DR,PT,24,,$2.05 ,,0.07 ,,$53.19 ,,1.8 ,,$30.04 ,,$5.25 ,,,"$155,155 ",,"$2,274,954 ",,"75,735 ",,"42,773 ",,"433,225 ",,"623,307 ",,No,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ",71,MB,DO,20,,$0.83 ,,0.14 ,,$66.19 ,,10.9 ,,$6.07 ,,$1.43 ,,,"$615,837 ",,"$4,496,399 ",,"740,636 ",,"67,930 ",,"3,153,220 ",,"891,905 ",,No,,,,,,
Transport of Rockland,Pomona,NY,2084,20084,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",71,DR,DO,19,,$2.04 ,,0.04 ,,$121.17 ,,2.3 ,,$53.50 ,,$6.03 ,,,"$114,675 ",,"$3,014,489 ",,"56,344 ",,"24,878 ",,"499,565 ",,"483,567 ",,No,,,,,,
Ms Coast Transportation Authority,Gulfport,MS,4014,40014,Independent Public Agency or Authority of Transit Service,Full Reporter,"208,948 ",71,DR,DO,15,,$0.65 ,,0.02 ,,$60.83 ,,2.2 ,,$27.49 ,,$2.81 ,,,"$30,919 ",,"$1,304,239 ",,"47,440 ",,"21,439 ",,"463,592 ",,"261,001 ",,No,,,,,,
Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,2190,20190,Private-For-Profit Corporation,Full Reporter,"18,351,295 ",71,FB,DO,14,,$8.23 ,,1.43 ,,$849.48 ,,148.1 ,,$5.74 ,,$1.37 ,,,"$37,740,298 ",,"$26,307,566 ",,"4,586,083 ",,"30,969 ",,"19,257,505 ",,"435,654 ",,No,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",70,MB,PT,8,,$1.57 ,,0.10 ,,$65.63 ,,4.2 ,,$15.48 ,,$1.18 ,,,"$131,468 ",,"$1,295,374 ",,"83,665 ",,"19,738 ",,"1,101,462 ",,"338,802 ",,No,,,,,,
Sandy Valley Transportation Services,Prestonsburg,KY,4R04-016,4R04-41006,Private-Non-Profit Corporation,Rural Reporter,0 ,70,DR,DO,70,,$0.36 ,,0.01 ,,$35.59 ,,1.2 ,,$28.94 ,,$0.00 ,,,"$60,705 ",,"$4,869,079 ",,"168,247 ",,"136,798 ",,0 ,,"2,433,788 ",,No,,,,,,
Northern Indiana Commuter Transportation District,Chesterton,IN,5104,50104,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",70,CR,DO,70,,$6.42 ,,0.46 ,,$418.98 ,,29.9 ,,$14.02 ,,$0.43 ,,,"$22,178,092 ",,"$48,458,271 ",,"3,455,842 ",,"115,659 ",,"112,953,766 ",,"4,184,136 ",,No,,,,,,
Washington County Transportation Authority,Washington,PA,3111,30111,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",70,DR,PT,62,,$0.96 ,,0.04 ,,$45.52 ,,2.0 ,,$22.95 ,,$2.29 ,,,"$203,170 ",,"$4,861,619 ",,"211,836 ",,"106,797 ",,"2,127,072 ",,"1,866,486 ",,No,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",70,MB,DO,47,,$0.81 ,,0.16 ,,$92.98 ,,17.8 ,,$5.23 ,,$1.23 ,,,"$2,936,328 ",,"$18,924,544 ",,"3,616,387 ",,"203,536 ",,"15,361,578 ",,"2,192,066 ",,No,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535 ",70,MB,PT,36,,$0.76 ,,0.17 ,,$111.05 ,,25.0 ,,$4.44 ,,$2.16 ,,,"$1,778,515 ",,"$10,443,273 ",,"2,354,364 ",,"94,037 ",,"4,823,865 ",,"1,201,560 ",,No,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535 ",70,DR,PT,34,,$2.67 ,,0.06 ,,$70.80 ,,1.6 ,,$42.92 ,,$5.84 ,,,"$282,107 ",,"$4,537,807 ",,"105,736 ",,"64,089 ",,"776,435 ",,"718,130 ",,No,,,,,,
Gold Coast Transit,Oxnard,CA,9035,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ",70,DR,PT,23,,$2.62 ,,0.09 ,,$61.58 ,,2.1 ,,$29.57 ,,$3.97 ,,,"$268,530 ",,"$3,028,862 ",,"102,424 ",,"49,188 ",,"763,048 ",,"735,001 ",,No,,,,,,
East Central Iowa Council of Governments,Cedar Rapids,IA,7R01-010,7R01-70138,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,69,DR,DO,69,,$2.14 ,,0.11 ,,$54.79 ,,2.9 ,,$19.10 ,,$0.00 ,,,"$553,277 ",,"$4,940,624 ",,"258,736 ",,"90,171 ",,0 ,,"1,252,318 ",,No,,,,,,
Bergen County Community Transportation,Lodi,NJ,2192,20192,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",68,DR,DO,65,,$0.00 ,,0.00 ,,$48.40 ,,2.2 ,,$22.09 ,,$2.94 ,,,$0 ,,"$5,289,477 ",,"239,432 ",,"109,280 ",,"1,797,457 ",,"851,633 ",,No,,,,,,
